name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,lat,lon,census,full_name,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name
Gel'miazov,3304Gl1,Poltava,33,4,Pale,South-West,0,712,6042,49.8167,31.8333,1,Gel'miazov,selo,,,6042,,Poltava,Zolotonosha
Prokhorovka,3304Pr1,Poltava,33,4,Pale,South-West,0,268,2577,49.71667,31.6,1,Prokhorovka,selo,,,2577,,Poltava,Zolotonosha
Zolotonosha,3304Zl1,Poltava,33,4,Pale,South-West,0,2769,8739,49.6667,32.0333,1,Zolotonosha,Uezdnyi gorod,,,8739,,Poltava,Zolotonosha
Kobeliaki,3305Kb1,Poltava,33,5,Pale,South-West,0,2119,10487,49.15,34.2,1,Kobeliaki,Uezdnyi gorod,,Name of district as it mentioned in census,10487,,Poltava,Kobeliaki
Konstantinograd,3306Kn1,Poltava,33,6,Pale,South-West,0,1099,6455,49.3667,35.45,1,Konstantinograd,Uezdnyi gorod,,,6455,,Poltava,Konstantinograd
Pereshchepino,3306Pr1,Poltava,33,6,Pale,South-West,1,361,4244,49.0167,35.3667,1,Pereshchepino,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,4244,,Poltava,Konstantinograd
Gradizhsk,3307Gr1,Poltava,33,7,Pale,South-West,0,1112,9486,49.2167,33.1167,1,Gradizhsk,Zashtatnyi gorod,,Name of district as it mentioned in census,9486,,Poltava,Kremenchug
Kremenchug,3307Kr1,Poltava,33,7,Pale,South-West,0,29869,63007,49.0667,33.4167,1,Kremenchug,Uezdnyi gorod,,,63007,,Poltava,Kremenchug
Cherpukhi,3308Cr1,Poltava,33,8,Pale,South-West,0,275,2631,50.2667,32.95,1,Cherpukhi,selo,,Name is different from the mentioned in census: Chernukhi צ need to be checked,2631,,Poltava,Lokhvitsa
Lokhvitsa,3308Lk1,Poltava,33,8,Pale,South-West,0,2465,8911,50.3667,33.2667,1,Lokhvitsa,Uezdnyi gorod,,Name of district as it mentioned in census,8911,,Poltava,Lokhvitsa
Iablonev,3309Ib1,Poltava,33,9,Pale,South-West,0,479,2019,49.95,32.5333,1,Iablonev,mestechko,,,2019,,Poltava,Lubny
Lubny,3309Lb1,Poltava,33,9,Pale,South-West,0,3006,10097,50.0167,33,1,Lubny,Uezdnyi gorod,,,10097,,Poltava,Lubny
Mirgorod,3310Mr1,Poltava,33,10,Pale,South-West,0,1248,10037,49.9667,33.6,1,Mirgorod,Uezdnyi gorod,,,10037,,Poltava,Mirgorod
Baryshevka,3311Br1,Poltava,33,11,Pale,South-West,0,462,1793,50.3667,31.3333,1,Baryshevka,selo,,,1793,,Poltava,Pereiaslav
Berezan',3311Br2,Poltava,33,11,Pale,South-West,1,358,5859,50.3167,31.4667,1,Berezan',mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,5859,,Poltava,Pereiaslav
Borispol',3311Br3,Poltava,33,11,Pale,South-West,0,1094,8953,50.35,30.95,1,Borispol',mestechko,,,8953,,Poltava,Pereiaslav
Pereiaslavl',3311Pr1,Poltava,33,11,Pale,South-West,0,5754,14614,50.0833,31.4667,1,Pereiaslavl',Uezdnyi gorod,,,14614,,Poltava,Pereiaslav
Voronkov,3311Vr1,Poltava,33,11,Pale,South-West,1,,,50.2167,30.9,0,Voronkov,selo,,Not mentioned in census; May be no Jews or less than 500 people,,,Poltava,Pereiaslav
Iagotino,3312Ig1,Poltava,33,12,Pale,South-West,0,943,4409,50.2833,31.7667,1,Iagotino,mestechko,,,4409,,Poltava,Piriatin
Piriatin,3312Pr1,Poltava,33,12,Pale,South-West,0,3166,8022,50.25,32.5167,1,Piriatin,Uezdnyi gorod,,Name of district as it mentioned in census,8022,,Poltava,Piriatin
Brodki,3313Br1,Poltava,33,13,Pale,South-West,0,233,588,,,1,Brodki,derevnia,,Name of district as it mentioned in census,588,,Poltava,Priluki
Priluki,3313Pr1,Poltava,33,13,Pale,South-West,0,5722,18532,50.6,32.4,1,Priluki,Uezdnyi gorod,,,18532,,Poltava,Priluki
Glinsk,3314Gl1,Poltava,33,14,Pale,South-West,1,293,3533,50.61666,33.31667,1,Glinsk,Zashtatnyi gorod,at_most,May be no Jews; Calculated by subtraction from Total value any other groups mentioned in census for this place,3533,,Poltava,Romny
Romny,3314Rm1,Poltava,33,14,Pale,South-West,0,6378,22510,50.75,33.4667,1,Romny,Uezdnyi gorod,,,22510,,Poltava,Romny
Bielotserkovka,3315Bl1,Poltava,33,15,Pale,South-West,0,297,1053,,,1,Bielotserkovka,selo,,,1053,,Poltava,Khorol
Khorol',3315Kr1,Poltava,33,15,Pale,South-West,0,2056,7997,49.7833,33.2833,1,Khorol',Uezdnyi gorod,,,7997,,Poltava,Khorol
Semenovka,3315Sm1,Poltava,33,15,Pale,South-West,0,319,1487,49.6,33.1667,1,Semenovka,selo,,,1487,,Poltava,Khorol
Pskov,3401Ps1,Pskov,34,1,Beyond,Inner Russia,0,1444,30478,57.8333,28.3333,1,Pskov,Gubernskii gorod,,Jews population is taken from Jewishgen,30478,,Pskov,Pskov
Novosokol'niki,3402Nv1,Pskov,34,2,Beyond,Inner Russia,1,,,56.35,30.15,0,Novosokol'niki,,,Not mentioned in census; May be no Jews or less than 500 people,,,Pskov,Velikie Luki
Velikie Luki,3402Vl1,Pskov,34,2,Beyond,Inner Russia,0,669,8466,56.3333,30.5333,1,Velikie Luki,Uezdnyi gorod,,Jews population is taken from Jewishgen,8466,,Pskov,Velikie Luki
Novorzhev,3403Nv1,Pskov,34,3,Beyond,Inner Russia,0,295,2838,57.0333,29.3333,1,Novorzhev,Uezdnyi gorod,,,2838,,Pskov,Novorzhev
Opochka,3404Op1,Pskov,34,4,Beyond,Inner Russia,0,521,5735,56.7167,28.6833,1,Opochka,Uezdnyi gorod,,Jews population is taken from Jewishgen,5735,,Pskov,Opochka
Ostrov,3405Os1,Pskov,34,5,Beyond,Inner Russia,0,749,6268,57.3333,28.3667,1,Ostrov,Uezdnyi gorod,,,6268,,Pskov,Ostrov
Pytalovo,3405Py1,Pskov,34,5,Beyond,Inner Russia,1,,,57.0667,27.9,0,Pytalovo,,,Not mentioned in census; May be no Jews or less than 500 people,,,Pskov,Ostrov
Toropets,3407Tr1,Pskov,34,7,Beyond,Inner Russia,0,570,7368,56.5,31.6333,1,Toropets,Uezdnyi gorod,,Jews population is taken from Jewishgen,7368,,Pskov,Toropets
Riazan',3501Rz1,Ryazan,35,1,Beyond,Inner Russia,1,2211,46122,54.6167,39.7333,1,Riazan',Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,46122,,Ryazan,Riazan'
Samara,3601Sm1,Samara,36,1,Beyond,Inner Russia,1,9000,89999,53.2,50.15,1,Samara,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,89999,,Samara,Samara
Stavropol',3607St1,Samara,36,7,Beyond,Inner Russia,0,1236,5969,45.0333,41.9667,1,Stavropol',Uezdnyi gorod,,Impossible according to census צ the most possible population of Jews can be 202,5969,,Samara,Stavropol'
San Peterburg,3701Sn1,St. Petersburg,37,1,Beyond,Inner Russia,0,16649,1264920,59.9,30.2667,1,San Peterburg,Stolitsa,uncertain,Calculated by subtraction from Total value any other groups mentioned in census for this place&calculation of 10%,1264920,,St. Petersburg,Saint Petersburg
Gdov,3702Gd1,St. Petersburg,37,2,Beyond,Inner Russia,0,69,2106,58.7333,27.8167,1,Gdov,Uezdnyi gorod,,Jews population is taken from Jewishgen,2106,,St. Petersburg,Gdov
Luga,3703Lg1,St. Petersburg,37,3,Beyond,Inner Russia,0,382,5617,58.7333,29.85,1,Luga,Uezdnyi gorod,,Jews population is taken from Jewishgen,5617,,St. Petersburg,Luga
Kronshtadt,3705Kr1,St. Petersburg,37,5,Beyond,Inner Russia,0,991,59525,60,29.7667,1,Kronshtadt,Bezuezdnyi gorod,,Jews population is taken from Jewishgen,59525,,St. Petersburg,Petergof
Oranienbaum,3705Or1,St. Petersburg,37,5,Beyond,Inner Russia,0,121,5458,59.9,29.7667,1,Oranienbaum,Bezuezdnyi gorod,,Jews population is taken from Jewishgen,5458,,St. Petersburg,Petergof
Gatchina,3706Gt1,St. Petersburg,37,6,Beyond,Inner Russia,1,1483,14824,59.5833,30.1333,1,Gatchina,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,14824,,St. Petersburg,Tsarskoe Selo
Narva,3708Nr1,St. Petersburg,37,8,Beyond,Inner Russia,0,474,16599,59.3833,28.1833,1,Narva,Bezuezdnyi gorod,,Jews population is taken from Jewishgen,16599,,St. Petersburg,Iamburg
Saratov,3801Sr1,Saratov,38,1,Beyond,Inner Russia,1,13715,137147,51.5667,46.0333,1,Saratov,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,137147,,Saratov,Saratov
Tsaritsin,3810Ts1,Saratov,38,10,Beyond,Inner Russia,0,893,55186,48.8,44.5833,1,Tsaritsin,Uezdnyi gorod,,Jews population is taken from Jewishgen,55186,,Saratov,Tsaritsyn
Simbirsk,3901Sm1,Simbirsk,39,1,Beyond,Inner Russia,1,2285,41684,54.3333,48.4,1,Simbirsk,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,41684,,Simbirsk,Simbirsk
Alatyr',3902Al1,Simbirsk,39,2,Beyond,Inner Russia,1,383,12209,54.85,46.6,1,Alatyr',Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,12209,,Simbirsk,Alatyr'
Smolensk,4001Sm1,Smolensk,40,1,Beyond,Inner Russia,1,4670,46699,54.7833,32.0333,1,Smolensk,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,46699,,Smolensk,Smolensk
Bielyi,4002Bl1,Smolensk,40,2,Beyond,Inner Russia,0,287,6952,55.8333,32.9333,1,Bielyi,Uezdnyi gorod,,Jews population is taken from Jewishgen,6952,,Smolensk,Bielyi
Viaz'ma,4003Vz1,Smolensk,40,3,Beyond,Inner Russia,0,504,15645,55.2,34.3,1,Viaz'ma,Uezdnyi gorod,,Jews population is taken from Jewishgen,15645,,Smolensk,Viaz'ma
Gzhatsk,4004Gz1,Smolensk,40,4,Beyond,Inner Russia,0,152,6324,55.55,35,1,Gzhatsk,Uezdnyi gorod,,Jews population is taken from Jewishgen,6324,,Smolensk,Gzhatsk
Dorogobuzh,4005Dr1,Smolensk,40,5,Beyond,Inner Russia,1,184,6486,54.9167,33.3,1,Dorogobuzh,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6486,,Smolensk,Dorogobuzh
Dukhovshchina,4006Dk1,Smolensk,40,6,Beyond,Inner Russia,1,128,3109,55.1833,32.4,1,Dukhovshchina,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,3109,,Smolensk,Dukhovshchina
Iartsev Perevoz,4006Ir1,Smolensk,40,6,Beyond,Inner Russia,0,76,633,55.0667,32.7,1,Iartsev Perevoz,selo,,Name is not mentioned but it is according to: http://www.geocaching.su/?pn=101&cid=4021,633,,Smolensk,Dukhovshchina
Iel'nia,4007Il1,Smolensk,40,7,Beyond,Inner Russia,0,107,2441,54.5667,33.1833,1,Iel'nia,Uezdnyi gorod,,Jews population is taken from Jewishgen,2441,,Smolensk,El'nia
Pochinok,4007Pc1,Smolensk,40,7,Beyond,Inner Russia,0,162,617,54.4,32.45,1,Pochinok,poselok,,,617,,Smolensk,El'nia
Poriech'e,4009Pr1,Smolensk,40,9,Beyond,Inner Russia,0,337,5688,55.2667,31.5167,1,Poriech'e,Uezdnyi gorod,,Jews population is taken from Jewishgen,5688,,Smolensk,Poriech'e
Roslavl',4010Rs1,Smolensk,40,10,Beyond,Inner Russia,0,1145,17776,53.95,32.8667,1,Roslavl',Uezdnyi gorod,,Jews population is taken from Jewishgen,17776,,Smolensk,Roslavl'
Bakhchisarai,4101Bk1,Taurida,41,1,Pale,New Russia,1,668,12959,44.75,33.8667,1,Bakhchisarai,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,12959,,Taurida,Simferopol'
Karasubazar,4101Kr1,Taurida,41,1,Pale,New Russia,0,3191,12968,45.05,34.6,1,Karasubazar,Gorod,,,12968,,Taurida,Simferopol'
Simferopol',4101Sm1,Taurida,41,1,Pale,New Russia,0,9660,49078,44.95,34.1,1,Simferopol',Uezdnyi gorod,,,49078,,Taurida,Simferopol'
Bol'shoi Tokmak,4102Bl1,Taurida,41,2,Pale,New Russia,0,2421,19326,47.25,35.7,1,Bol'shoi Tokmak,mestechko,,,19326,,Taurida,Berdiansk
Berdiansk,4102Br1,Taurida,41,2,Pale,New Russia,0,3306,26496,46.75,36.8,1,Berdiansk,Uezdnyi gorod,,,26496,,Taurida,Berdiansk
Nogaisk,4102Ng1,Taurida,41,2,Pale,New Russia,0,508,3963,46.7333,36.35,1,Nogaisk,Bezuezdnyi gorod,,,3963,,Taurida,Berdiansk
Oriekhov,4102Or1,Taurida,41,2,Pale,New Russia,0,971,5996,47.5667,35.7833,1,Oriekhov,Bezuezdnyi gorod,,,5996,,Taurida,Berdiansk
Aleshki,4103Al1,Taurida,41,3,Pale,New Russia,1,818,8999,46.6167,32.7167,1,Aleshki,Uezdnyi gorod,at_most,Name of district as it mentioned in census; Calculated by subtraction from Total value any other groups mentioned in census for this place,8999,,Taurida,Aleshki
Golaia pristan',4103Gl1,Taurida,41,3,Pale,New Russia,0,667,6143,46.5167,32.5333,1,Golaia pristan',selo,,,6143,,Taurida,Aleshki
Kakhovka,4103Kk1,Taurida,41,3,Pale,New Russia,0,3003,7499,46.8167,33.4833,1,Kakhovka,mestechko,,,7499,,Taurida,Aleshki
Chotai,4104Ct1,Taurida,41,4,Pale,New Russia,1,,,45.3667,33.3667,,Chotai,,,Not mentioned in census; Almost approved for no Jews (modern name is coming from neighbour Jewish settlement of 1927) or less than 500 people,,,Taurida,Evpatoriia
Evpatoriia,4104Ev1,Taurida,41,4,Pale,New Russia,0,3097,17913,45.2,33.35,1,Evpatoriia,Uezdnyi gorod,,,17913,,Taurida,Evpatoriia
Fraidorf,4104Fr1,Taurida,41,4,Pale,New Russia,1,,,45.4333,33.6,,Fraidorf,,,Not mentioned in census; May be no Jews or less than 500 people,,,Taurida,Evpatoriia
Genichesk,4105Gn1,Taurida,41,5,Pale,New Russia,0,2816,8061,46.1833,34.7667,1,Genichesk,mestechko,,,8061,,Taurida,Melitopol'
Melitopol',4105Ml1,Taurida,41,5,Pale,New Russia,0,7017,15489,46.8333,35.3667,1,Melitopol',Uezdnyi gorod,,,15489,,Taurida,Melitopol'
Prishib,4105Pr1,Taurida,41,5,Pale,New Russia,0,164,1296,47.2667,35.3167,1,Prishib,selo,,,1296,,Taurida,Melitopol'
Vasil'evo,4105Vs1,Taurida,41,5,Pale,New Russia,0,252,846,47.4333,35.2667,1,Vasil'evo,vladiel'cheskaia usad'ba,,,846,,Taurida,Melitopol'
Antonovka,4106An1,Taurida,41,6,Pale,New Russia,0,126,522,45.85,33.9,1,Antonovka,khutor,,Had name of Piatisel'e as well. Now not exists: http://ru.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D0%B8%D1%81%D0%B5%D0%BB%D1%8C%D0%B5,522,,Taurida,Perekop
Armianskii bazar,4106Ar1,Taurida,41,6,Pale,New Russia,1,,,46.1,33.7,,Armianskii bazar,,,Not mentioned in census; May be no Jews or less than 500 people,,,Taurida,Perekop
Dzhankoi,4106Dz1,Taurida,41,6,Pale,New Russia,0,109,957,45.7167,34.4,1,Dzhankoi,poselok,,,957,,Taurida,Perekop
Perekop,4106Pr1,Taurida,41,6,Pale,New Russia,0,874,5279,46.1667,33.7,1,Perekop,Uezdnyi gorod,,,5279,,Taurida,Perekop
Taganash,4106Tg1,Taurida,41,6,Pale,New Russia,0,156,1321,45.88334,34.45,1,Taganash,poselok,,Since 1945 has a name Solenoe Ozero : http://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%91%D0%BD%D0%BE%D0%B5_%D0%9E%D0%B7%D0%B5%D1%80%D0%BE_(%D0%9A%D1%80%D1%8B%D0%BC),1321,,Taurida,Perekop
Ialta,4107Il1,Taurida,41,7,Pale,New Russia,1,1316,13155,44.5,34.1667,1,Ialta,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,13155,,Taurida,Ialta
Feodosiia,4108Fd1,Taurida,41,8,Pale,New Russia,0,4342,24096,45.0333,35.3833,1,Feodosiia,Uezdnyi gorod,,,24096,,Taurida,Feodosiia
Staryi Krym,4108St1,Taurida,41,8,Pale,New Russia,1,83,3330,45.0333,35.1,1,Staryi Krym,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,3330,,Taurida,Feodosiia
Enikale,4109En1,Taurida,41,9,Pale,New Russia,1,102,1438,45.35,36.6,1,Enikale,Gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1438,,Taurida,Kerch'
Kerch',4109Kr1,Taurida,41,9,Pale,New Russia,0,4853,33347,45.35,36.4833,1,Kerch',Uezdnyi gorod,,,33347,,Taurida,Kerch'
Balaklava,4110Bl1,Taurida,41,10,Pale,New Russia,1,71,1215,44.5,33.6,1,Balaklava,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1215,,Taurida,Sevastopol'
Sevastopol',4110Sv1,Taurida,41,10,Pale,New Russia,1,5360,53595,44.6,33.5333,1,Sevastopol',Gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,53595,,Taurida,Sevastopol'
Tula,4401Tl1,Tula,44,1,Beyond,Inner Russia,1,4556,114733,54.2,37.6167,1,Tula,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,114733,,Tula,Tula
Bielev,4404Bl1,Tula,44,4,Beyond,Inner Russia,1,131,9562,53.8167,36.1333,1,Bielev,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,9562,,Tula,Bielev
Ufa,4501Uf1,Ufa,45,1,Beyond,Inner Russia,1,2266,49275,54.7333,55.9333,1,Ufa,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,49275,,Ufa,Ufa
Khar'kov,4601Kr1,Kharkov,46,1,Beyond,Inner Russia,0,11013,173989,50,36.25,1,Khar'kov,Gubernskii gorod,,Jews population is taken from Jewishgen,173989,,Kharkov,Khar'kov
Pokotilovka,4601Pk1,Kharkov,46,1,Beyond,Inner Russia,1,,,49.9167,36.1833,0,Pokotilovka,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kharkov,Khar'kov
Zolochev,4601Zl1,Kharkov,46,1,Beyond,Inner Russia,1,12,6573,50.28333,35.96667,1,Zolochev,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6573,,Kharkov,Khar'kov
Akhtyrka,4602Ak1,Kharkov,46,2,Beyond,Inner Russia,0,168,23399,50.3167,34.9,1,Akhtyrka,Uezdnyi gorod,,Jews population is taken from Jewishgen,23399,,Kharkov,Akhtyrka
Bogodukhov,4603Bg1,Kharkov,46,3,Beyond,Inner Russia,1,160,11752,50.16667,35.51667,1,Bogodukhov,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,11752,,Kharkov,Bogodukov
Valki,4604Vl1,Kharkov,46,4,Beyond,Inner Russia,1,76,7938,49.83333,35.61666,1,Valki,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,7938,,Kharkov,Valki
Volchansk,4605Vl1,Kharkov,46,5,Beyond,Inner Russia,1,71,11020,50.28333,36.95,1,Volchansk,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,11020,,Kharkov,Volchansk
Zmiev,4606Zm1,Kharkov,46,6,Beyond,Inner Russia,1,37,4673,49.68333,36.35,1,Zmiev,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,4673,,Kharkov,Zmiev
Izium,4607Iz1,Kharkov,46,7,Beyond,Inner Russia,0,88,13108,49.2167,37.25,1,Izium,Uezdnyi gorod,,Jews population is taken from Jewishgen,13108,,Kharkov,Izium
Kramatorovka,4607Kr1,Kharkov,46,7,Beyond,Inner Russia,1,,,48.7167,37.5333,0,Kramatorovka (Kramatorsk),,,Not mentioned in census; May be no Jews or less than 500 people,,,Kharkov,Izium
Slaviansk,4607Sl1,Kharkov,46,7,Beyond,Inner Russia,0,469,15792,48.8667,37.6167,1,Slaviansk,Bezuezdnyi gorod,,Jews population is taken from Jewishgen צ the rest mentioned in census as christian-orthodox,15792,,Kharkov,Izium
Kupiansk,4608Kp1,Kharkov,46,8,Beyond,Inner Russia,0,71,6893,49.7167,37.6,1,Kupiansk,Uezdnyi gorod,,Jews population is taken from Jewishgen,6893,,Kharkov,Kupiansk
Lebedin,4609Lb1,Kharkov,46,9,Beyond,Inner Russia,1,161,14301,50.5833,34.4833,1,Lebedin,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,14301,,Kharkov,Lebedin
Starobiel'sk,4610St1,Kharkov,46,10,Beyond,Inner Russia,1,142,9801,49.2833,38.9,1,Starobiel'sk,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,9801,,Kharkov,Starobiel'sk
Bielopol'e,4611Bl1,Kharkov,46,11,Beyond,Inner Russia,0,105,15215,51.15,34.3,1,Bielopol'e,Bezuezdnyi gorod,,Jews population is taken from Jewishgen,15215,,Kharkov,Sumy
Sumy,4611Sm1,Kharkov,46,11,Beyond,Inner Russia,0,797,27564,50.9167,34.7833,1,Sumy,Uezdnyi gorod,,Jews population is taken from Jewishgen,27564,,Kharkov,Sumy
Bobrovyi Kut,4701Bb1,Kherson,47,1,Pale,New Russia,0,1248,1469,47.1,32.95,1,Bobrovyi Kut,koloniia,,,1469,,Kherson,Kherson
Bol'shaia Aleksandrovka,4701Bl1,Kherson,47,1,Pale,New Russia,1,364,6109,47.3167,33.3167,1,Bol'shaia Aleksandrovka,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6109,,Kherson,Kherson
Bol'shaia I Malaia Romanovka,4701Bl2,Kherson,47,1,Pale,New Russia,0,1283,1302,47.43333,32.95,1,Bol'shaia I Malaia Romanovka,koloniia,,,1302,,Kherson,Kherson
Bol'shaia Seidemenukha,4701Bl3,Kherson,47,1,Pale,New Russia,0,1284,1570,47.1167,32.9833,1,Bol'shaia Seidemenukha (Tatarka),koloniia,,,1570,,Kherson,Kherson
Bereznegovatyi,4701Br1,Kherson,47,1,Pale,New Russia,1,375,6578,47.3,32.85,1,Bereznegovatyi,posad,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6578,,Kherson,Kherson
Berislav,4701Br2,Kherson,47,1,Pale,New Russia,0,2642,12149,46.8333,33.4167,1,Berislav,Bezuezdnyi gorod,,,12149,,Kherson,Kherson
Dobraia,4701Db1,Kherson,47,1,Pale,New Russia,0,2277,2593,47.3167,32.45,1,Dobraia,koloniia,,,2593,,Kherson,Kherson
Efingar',4701Ef1,Kherson,47,1,Pale,New Russia,0,2038,2226,47.4,32.31667,1,Efingar' (Bulgakovka),koloniia,,,2226,,Kherson,Kherson
Ingulets,4701In1,Kherson,47,1,Pale,New Russia,0,2696,2781,47.7333,33.25,1,Ingulets,koloniia,,,2781,,Kherson,Kherson
Izluchistaia,4701Iz1,Kherson,47,1,Pale,New Russia,0,739,849,47.93333,33.76667,1,Izluchistaia,koloniia,,,849,,Kherson,Kherson
Kamianka,4701Km1,Kherson,47,1,Pale,New Russia,0,708,843,47.95,33.78333,1,Kamianka (Maevskaia),koloniia,,,843,,Kherson,Kherson
Kherson,4701Kr1,Kherson,47,1,Pale,New Russia,0,17755,59076,46.6333,32.6,1,Kherson,Gubernskii gorod,,,59076,,Kherson,Kherson
Krivoi Rog,4701Kr2,Kherson,47,1,Pale,New Russia,0,2672,14937,47.9167,33.35,1,Krivoi Rog,mestechko,,,14937,,Kherson,Kherson
Kronau,4701Kr3,Kherson,47,1,Pale,New Russia,0,139,744,47.4833,33.5333,1,Kronau,koloniia,,,744,,Kherson,Kherson
L'vova,4701Lv1,Kherson,47,1,Pale,New Russia,0,1338,1402,46.7833,33.15,1,L'vova,koloniia,,,1402,,Kherson,Kherson
Malaia Seidemenukha,4701Ml1,Kherson,47,1,Pale,New Russia,0,502,520,47.13334,33,1,Malaia Seidemenukha,koloniia,,,520,,Kherson,Kherson
Malyi I Bol'shoi Nagartov,4701Ml2,Kherson,47,1,Pale,New Russia,0,1571,1711,47.3,32.85,1,Malyi I Bol'shoi Nagartov,koloniia,,,1711,,Kherson,Kherson
Nikolaev,4701Nk1,Kherson,47,1,Pale,New Russia,0,20109,92012,46.9667,32,1,Nikolaev,gorod,,,92012,,Kherson,Kherson
Novo-Kovno,4701Nv1,Kherson,47,1,Pale,New Russia,0,796,928,47.98333,33.98333,1,Novo-Kovno (Chimbarova),koloniia,,,928,,Kherson,Kherson
Novo-Odessa,4701Nv2,Kherson,47,1,Pale,New Russia,0,1010,5504,48.4,31,1,Novo-Odessa (Fedorovka),mestechko,,,5504,,Kherson,Kherson
Novo-Poltavka,4701Nv3,Kherson,47,1,Pale,New Russia,0,1959,2179,47.55,32.5,1,Novo-Poltavka,koloniia,,,2179,,Kherson,Kherson
Novo-Vitebsk,4701Nv4,Kherson,47,1,Pale,New Russia,0,849,980,47.9667,33.9,1,Novo-Vitebsk (Zheltaia),koloniia,,,980,,Kherson,Kherson
Novo-Vorontsovka,4701Nv5,Kherson,47,1,Pale,New Russia,0,1685,5188,47.5,33.9333,1,Novo-Vorontsovka (Nikolaevka),mestechko,,,5188,,Kherson,Kherson
Novo-Zhitomir,4701Nv6,Kherson,47,1,Pale,New Russia,0,423,551,47.9167,33.65,1,Novo-Zhitomir (Repetino),koloniia,,,551,,Kherson,Kherson
Novyi-Bug,4701Nv7,Kherson,47,1,Pale,New Russia,0,1962,13391,47.6833,32.5,1,Novyi-Bug (Semenovka),mestechko,,,13391,,Kherson,Kherson
Pokrovskoe,4701Pk1,Kherson,47,1,Pale,New Russia,1,61,4977,47.6667,33.7333,1,Pokrovskoe (Apostolovo) (Vshivoe?),selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,4977,,Kherson,Kherson
Aleksandriia,4702Al1,Kherson,47,2,Pale,New Russia,0,3735,14007,48.6667,33.1167,1,Aleksandriia,Uezdnyi gorod,,,14007,,Kherson,Aleksandriia
Bratoliubovka,4702Br1,Kherson,47,2,Pale,New Russia,0,1193,2330,48.2167,32.9667,1,Bratoliubovka (Lisanevicha),mestechko,,,2330,,Kherson,Aleksandriia
Dolinskaia,4702Dl1,Kherson,47,2,Pale,New Russia,0,57,507,48.1167,32.7667,1,Dolinskaia,zheleznodorozhnaia stantsiia&poselok,,,507,,Kherson,Aleksandriia
Dmitrovka,4702Dm1,Kherson,47,2,Pale,New Russia,0,1112,7746,48.8,32.71667,1,Dmitrovka,mestechko,,,7746,,Kherson,Aleksandriia
Fedorki,4702Fd1,Kherson,47,2,Pale,New Russia,0,307,1321,48.93333,32.8,1,Fedorki,mestechko,,,1321,,Kherson,Aleksandriia
Novaia Praga,4702Nv1,Kherson,47,2,Pale,New Russia,1,1263,12622,48.5667,32.9,1,Novaia Praga (Petrikovka),selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,12622,,Kherson,Aleksandriia
