name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,lat,lon,census,full_name,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name
Perm',3101Pr1,Perm,31,1,Beyond,Inner Russia,0,942,45205,58,56.25,1,Perm',Gubernskii gorod,,Jews population is taken from Jewishgen,45205,,Perm,Perm'
Iekaterinburg,3103Ik1,Perm,31,3,Beyond,Inner Russia,1,3494,43239,56.85,60.6,1,Iekaterinburg,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,43239,,Perm,Ekaterinburg
Balin,3201Bl1,Podolia,32,1,Pale,South-West,0,357,1621,48.8667,26.6833,1,Balin,mestechko,,,1621,,Podolia,Kamenets-Podol'sk
Chemerovtsy,3201Cm1,Podolia,32,1,Pale,South-West,0,1231,3002,49,26.3667,1,Chemerovtsy,mestechko,,,3002,,Podolia,Kamenets-Podol'sk
Frampol',3201Fr1,Podolia,32,1,Pale,South-West,0,1216,1240,49.1,26.75,1,Frampol',mestechko,,,1240,,Podolia,Kamenets-Podol'sk
Gorodok,3201Gr1,Podolia,32,1,Pale,South-West,0,3194,8848,49.1667,26.5667,1,Gorodok,mestechko,,,8848,,Podolia,Kamenets-Podol'sk
Gusiatin,3201Gs1,Podolia,32,1,Pale,South-West,0,1153,2831,49.08333,26.18333,1,Gusiatin,mestechko,,,2831,,Podolia,Kamenets-Podol'sk
Kamenets-Podol'sk,3201Km1,Podolia,32,1,Pale,South-West,0,16221,35934,48.6667,26.5667,1,Kamenets-Podol'sk,Gubernskii gorod,,,35934,,Podolia,Kamenets-Podol'sk
Kupin,3201Kp1,Podolia,32,1,Pale,South-West,0,1351,1386,49.1,26.5833,1,Kupin,mestechko,,,1386,,Podolia,Kamenets-Podol'sk
Karvasary,3201Kr1,Podolia,32,1,Pale,South-West,0,720,1264,48.66667,26.56667,1,Karvasary,mestechko,,Now part of Kamenets-Podol'sk: http://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%86%D0%B0-%D0%9F%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B3%D0%BE#.D0.9A.D0.B0.D0.BC.D0.B5.D0.BD.,1264,,Podolia,Kamenets-Podol'sk
Luchinets,3201Lc1,Podolia,32,1,Pale,South-West,0,1050,3869,48.7167,27.8333,1,Luchinets,mestechko,,,3869,,Podolia,Kamenets-Podol'sk
Makov,3201Mk1,Podolia,32,1,Pale,South-West,0,144,1854,48.8,26.7167,1,Makov,mestechko,,,1854,,Podolia,Kamenets-Podol'sk
Mnikhovka,3201Mn1,Podolia,32,1,Pale,South-West,0,408,509,,,1,Mnikhovka,derevnia,,,509,,Podolia,Kamenets-Podol'sk
Orynin,3201Or1,Podolia,32,1,Pale,South-West,0,2412,5727,48.7667,26.4,1,Orynin,mestechko,,,5727,,Podolia,Kamenets-Podol'sk
Smotrich,3201Sm1,Podolia,32,1,Pale,South-West,0,1725,4399,48.95,26.55,1,Smotrich,mestechko,,,4399,,Podolia,Kamenets-Podol'sk
Shatova,3201St1,Podolia,32,1,Pale,South-West,0,725,2110,48.7667,26.7167,1,Shatova,mestechko,,,2110,,Podolia,Kamenets-Podol'sk
Zbrizh,3201Zb1,Podolia,32,1,Pale,South-West,0,281,1583,48.91667,26.2,1,Zbrizh,mestechko,,,1583,,Podolia,Kamenets-Podol'sk
Zhvanets,3201Zv1,Podolia,32,1,Pale,South-West,0,3353,5005,48.55,26.5,1,Zhvanets,mestechko,,,5005,,Podolia,Kamenets-Podol'sk
Bogachevka,3202Bg1,Podolia,32,2,Pale,South-West,0,506,506,47.9667,30.55,1,Bogachevka,koloniia,,,506,,Podolia,Balta
Bogopol',3202Bg2,Podolia,32,2,Pale,South-West,0,5909,7226,48.03333,30.83333,1,Bogopol',mestechko,,,7226,,Podolia,Balta
Balta,3202Bl1,Podolia,32,2,Pale,South-West,0,13235,23363,47.9333,29.6167,1,Balta,Uezdnyi gorod,,,23363,,Podolia,Balta
Goloskov,3202Gl1,Podolia,32,2,Pale,South-West,0,1272,1512,48.1667,30.45,1,Goloskov,mestechko,,,1512,,Podolia,Balta
Golovanevsk,3202Gl2,Podolia,32,2,Pale,South-West,0,4320,8148,48.3833,30.4667,1,Golovanevsk,mestechko,,,8148,,Podolia,Balta
Gershunovka,3202Gr1,Podolia,32,2,Pale,South-West,0,585,597,47.71667,29.16667,1,Gershunovka,koloniia,,,597,,Podolia,Balta
Iasinova,3202Is1,Podolia,32,2,Pale,South-West,0,169,1600,,,1,Iasinova,selo,,,1600,,Podolia,Balta
Iuzefpol' Liudvinka,3202Iz1,Podolia,32,2,Pale,South-West,0,872,2401,48.25,30.7833,1,Iuzefpol' Liudvinka,mestechko,,,2401,,Podolia,Balta
Kodyma,3202Kd1,Podolia,32,2,Pale,South-West,0,2041,4241,48.1,29.1167,1,Kodyma,mestechko,,,4241,,Podolia,Balta
Konetspol',3202Kn1,Podolia,32,2,Pale,South-West,0,656,1514,48.0167,30.7833,1,Konetspol',mestechko,,,1514,,Podolia,Balta
Krivoe Ozero,3202Kr1,Podolia,32,2,Pale,South-West,0,5478,7836,47.9333,30.35,1,Krivoe Ozero,mestechko,,,7836,,Podolia,Balta
Krutye,3202Kr2,Podolia,32,2,Pale,South-West,0,2389,4767,47.9667,29.2,1,Krutye,mestechko,,,4767,,Podolia,Balta
Manshurovka,3202Mn1,Podolia,32,2,Pale,South-West,0,563,563,,,1,Manshurovka,koloniia,,,563,,Podolia,Balta
Okny,3202Ok1,Podolia,32,2,Pale,South-West,0,1530,2430,47.5333,29.4667,1,Okny,mestechko,,,2430,,Podolia,Balta
Peschana,3202Ps1,Podolia,32,2,Pale,South-West,0,870,4839,48.1167,29.7333,1,Peschana,mestechko,,,4839,,Podolia,Balta
Rybnitsy,3202Ry1,Podolia,32,2,Pale,South-West,0,1574,4029,47.7667,29,1,Rybnitsy,mestechko,,,4029,,Podolia,Balta
Savran',3202Sv1,Podolia,32,2,Pale,South-West,0,3198,5887,48.1333,30.0833,1,Savran',mestechko,,,5887,,Podolia,Balta
Vadaturkol,3202Vd1,Podolia,32,2,Pale,South-West,0,123,1011,47.93333,28.98333,1,Vadaturkol,selo,,http://www.rujen.ru/index.php/%D0%92%D0%90%D0%94%D0%90%D0%A2%D0%A3%D0%A0%D0%9A%D0%9E%D0%9B,1011,,Podolia,Balta
Vykhvatentsy,3202Vy1,Podolia,32,2,Pale,South-West,1,30,1060,47.6667,29,1,Vykhvatentsy,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1060,,Podolia,Balta
Bratslav,3203Br1,Podolia,32,3,Pale,South-West,0,3290,7863,48.8333,28.95,1,Bratslav,Uezdnyi gorod,,,7863,,Podolia,Bratslav
Nemirov,3203Nm1,Podolia,32,3,Pale,South-West,0,5287,8920,48.9667,28.85,1,Nemirov,mestechko,,,8920,,Podolia,Bratslav
Pechara,3203Pc1,Podolia,32,3,Pale,South-West,0,896,2455,48.8333,28.7,1,Pechara,mestechko,,,2455,,Podolia,Bratslav
Shpikov,3203Sp1,Podolia,32,3,Pale,South-West,0,1875,4901,48.7833,28.5667,1,Shpikov,mestechko,,,4901,,Podolia,Bratslav
Tul'chin,3203Tl1,Podolia,32,3,Pale,South-West,0,10055,16245,48.6833,28.8667,1,Tul'chin,mestechko,,,16245,,Podolia,Bratslav
Trostianets,3203Tr1,Podolia,32,3,Pale,South-West,0,2421,4421,48.5167,29.1833,1,"Trostianets (Kachurovka, Vytiagailovka) Stan I",mestechko,,,4421,,Podolia,Bratslav
Verkhovka,3203Vr1,Podolia,32,3,Pale,South-West,0,1094,3091,48.4333,29.1667,1,Verkhovka,mestechko,,,3091,,Podolia,Bratslav
Voronovitsa,3203Vr2,Podolia,32,3,Pale,South-West,0,1411,3013,49.1,28.6833,1,Voronovitsa,mestechko,,,3013,,Podolia,Bratslav
Brailov,3204Br1,Podolia,32,4,Pale,South-West,0,3721,8561,49.1,28.1667,1,Brailov,mestechko,,Name of district as it mentioned in census,8561,,Podolia,Vinnitsa
Gnivan',3204Gn1,Podolia,32,4,Pale,South-West,1,72,1289,49.1,28.3333,1,Gnivan',sel'skokhoziaistvennyi zavod s poselkom,at_most,Name is different from the mentioned in census: Gnivan'skii; Calculated by subtraction from Total value any other groups mentioned in census for this place,1289,,Podolia,Vinnitsa
Ianov,3204In1,Podolia,32,4,Pale,South-West,0,2088,5545,49.48333,28.35,1,Ianov,mestechko,,Choosed according to: http://leonid-70.narod.ru/text/Doc12.htm,5545,,Podolia,Vinnitsa
Iuzvin,3204Iz1,Podolia,32,4,Pale,South-West,0,445,1920,49.71667,29,1,Iuzvin,mestechko,,,1920,,Podolia,Vinnitsa
Kalinovka,3204Kl1,Podolia,32,4,Pale,South-West,0,1052,2558,49.4667,28.5333,1,Kalinovka,mestechko,,,2558,,Podolia,Vinnitsa
Miziakov,3204Mz1,Podolia,32,4,Pale,South-West,0,307,1949,49.4,28.3667,1,Miziakov,mestechko,,,1949,,Podolia,Vinnitsa
Novyi Pikov,3204Nv1,Podolia,32,4,Pale,South-West,0,1479,1479,49.5667,28.2667,1,Novyi Pikov,mestechko,,,1479,,Podolia,Vinnitsa
Stanislavchik,3204St1,Podolia,32,4,Pale,South-West,0,1207,5142,48.9667,28.1167,1,Stanislavchik,mestechko,,,5142,,Podolia,Vinnitsa
Strizhavka,3204St2,Podolia,32,4,Pale,South-West,0,795,2203,49.3167,28.4667,1,Strizhavka,mestechko,,,2203,,Podolia,Vinnitsa
Tyvrov,3204Ty1,Podolia,32,4,Pale,South-West,0,1051,3153,49.0167,28.5,1,Tyvrov,mestechko,,,3153,,Podolia,Vinnitsa
Vinnitsa,3204Vn1,Podolia,32,4,Pale,South-West,0,11689,30563,49.2333,28.4833,1,Vinnitsa,Uezdnyi gorod,,,30563,,Podolia,Vinnitsa
Voroshilovka,3204Vr1,Podolia,32,4,Pale,South-West,0,1592,3180,49.05,28.3333,1,Voroshilovka,mestechko,,,3180,,Podolia,Vinnitsa
Zhmerinka,3204Zm1,Podolia,32,4,Pale,South-West,0,2396,13944,49.0333,28.1,1,Zhmerinka,poselok I zhelezno-dorozhnaia stantsiia,,,13944,,Podolia,Vinnitsa
Granov,3205Gr1,Podolia,32,5,Pale,South-West,0,753,6850,48.8667,29.5667,1,Granov,mestechko,,,6850,,Podolia,Gaisin
Gaisin,3205Gs1,Podolia,32,5,Pale,South-West,0,4321,9374,48.8,29.4,1,Gaisin,Uezdnyi gorod,,,9374,,Podolia,Gaisin
Gaivoron,3205Gv1,Podolia,32,5,Pale,South-West,1,52,1416,48.35,29.85,1,Gaivoron,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1416,,Podolia,Gaisin
Ivangorod,3205Iv1,Podolia,32,5,Pale,South-West,0,442,3032,48.8,29.7833,1,Ivangorod,mestechko,,,3032,,Podolia,Gaisin
Kiblich,3205Kb1,Podolia,32,5,Pale,South-West,0,1067,3096,48.7167,29.5667,1,Kiblich,mestechko,,,3096,,Podolia,Gaisin
Kuna,3205Kn1,Podolia,32,5,Pale,South-West,0,206,1764,48.7833,29.3333,1,Kuna,mestechko,,,1764,,Podolia,Gaisin
Khashchevata,3205Ks1,Podolia,32,5,Pale,South-West,0,3266,4850,48.3,29.95,1,Khashchevata,mestechko,,"Print error on census: says 3266 Muslims. Since this was an actual Shtetl, must be an error and should be Jews instead.",4850,,Podolia,Gaisin
Ladyzhin,3205Ld1,Podolia,32,5,Pale,South-West,0,3212,6589,48.6667,29.25,1,Ladyzhin,mestechko,,,6589,,Podolia,Gaisin
Raigorod,3205Rg1,Podolia,32,5,Pale,South-West,0,995,2240,48.8833,29.0833,1,Raigorod,mestechko,,,2240,,Podolia,Gaisin
Sobolevka,3205Sb1,Podolia,32,5,Pale,South-West,0,1121,5745,48.6,29.5,1,Sobolevka,mestechko,,,5745,,Podolia,Gaisin
Teplik,3205Tp1,Podolia,32,5,Pale,South-West,0,3725,7044,48.6667,29.7333,1,Teplik,mestechko,,,7044,,Podolia,Gaisin
Ternovka,3205Tr1,Podolia,32,5,Pale,South-West,0,2823,5364,48.5333,29.9667,1,Ternovka,mestechko,,,5364,,Podolia,Gaisin
Ziatkovtsy,3205Zt1,Podolia,32,5,Pale,South-West,0,348,2830,48.73333,29.48333,1,Ziatkovtsy,mestechko,,,2830,,Podolia,Gaisin
Butsnevtsy,3206Bt1,Podolia,32,6,Pale,South-West,0,304,1265,49.21667,27.45,1,Butsnevtsy,mestechko,,Name of district as it mentioned in census; http://www.rujen.ru/index.php/%D0%91%D0%A3%D0%9D%D0%A6%D0%95%D0%92%D0%9E,1265,,Podolia,Letichev
Derezhnia,3206Dr1,Podolia,32,6,Pale,South-West,0,3333,4884,49.2667,27.4333,1,Derezhnia,mestechko,,,4884,,Podolia,Letichev
Letichev,3206Lt1,Podolia,32,6,Pale,South-West,0,4108,7248,49.3833,27.6167,1,Letichev,Uezdnyi gorod,,,7248,,Podolia,Letichev
Medzhibozh,3206Md1,Podolia,32,6,Pale,South-West,0,6040,8164,49.4333,27.4167,1,Medzhibozh,mestechko,,,8164,,Podolia,Letichev
Mikhalpol',3206Mk1,Podolia,32,6,Pale,South-West,0,1392,2370,49.23333,27.13333,1,Mikhalpol',mestechko,,Choosed according to: http://www.rujen.ru/index.php/%D0%9C%D0%98%D0%A5%D0%90%D0%9B%D0%9F%D0%9E%D0%9B%D0%AChttp://lorinda.ru/pod8,2370,,Podolia,Letichev
Snitovka,3206Sn1,Podolia,32,6,Pale,South-West,0,231,1436,49.33333,27.53333,1,Snitovka,mestechko,,,1436,,Podolia,Letichev
Staro Zakrevskii Maidan,3206St1,Podolia,32,6,Pale,South-West,0,519,595,49.2667,27.5833,1,Staro Zakrevskii Maidan,koloniia,,,595,,Podolia,Letichev
Volkovintsy,3206Vl1,Podolia,32,6,Pale,South-West,0,1178,3652,49.2,27.6667,1,Volkovintsy,mestechko,,,3652,,Podolia,Letichev
Zin'kov,3206Zn1,Podolia,32,6,Pale,South-West,0,3719,7024,49.0833,27.0667,1,Zin'kov,mestechko,,,7024,,Podolia,Letichev
D'iakovtsy,3207Dk1,Podolia,32,7,Pale,South-West,0,395,2388,49.3833,27.8833,1,D'iakovtsy,mestechko,,,2388,,Podolia,Litin
Khmiel'nik,3207Km1,Podolia,32,7,Pale,South-West,0,5977,11657,49.55,27.9667,1,Khmiel'nik,Bezuiezdnyi gorod,,,11657,,Podolia,Litin
Litin,3207Lt1,Podolia,32,7,Pale,South-West,0,3874,9420,49.3333,28.0667,1,Litin,Uezdnyi gorod,,,9420,,Podolia,Litin
Mezhirov,3207Mz1,Podolia,32,7,Pale,South-West,0,1345,2268,49.0833,28.0167,1,Mezhirov,mestechko,,,2268,,Podolia,Litin
Novo-Konstantinov,3207Nv1,Podolia,32,7,Pale,South-West,0,2320,3907,49.4833,27.7333,1,Novo-Konstantinov,mestechko,,,3907,,Podolia,Litin
Piliava,3207Pl1,Podolia,32,7,Pale,South-West,0,752,3701,49.6,27.45,1,Piliava,mestechko,,,3701,,Podolia,Litin
Sal'nitsa,3207Sl1,Podolia,32,7,Pale,South-West,0,903,3699,49.7333,28.0333,1,Sal'nitsa,Zashtatnyi gorod,,,3699,,Podolia,Litin
Staraia Siniava,3207St1,Podolia,32,7,Pale,South-West,0,2279,4618,49.6,27.6167,1,Staraia Siniava,mestechko,,,4618,,Podolia,Litin
Ulanov,3207Ul1,Podolia,32,7,Pale,South-West,0,2000,2047,49.7,28.1333,1,Ulanov,mestechko,,,2047,,Podolia,Litin
Vasiutintsy,3207Vs1,Podolia,32,7,Pale,South-West,0,96,929,49.15,27.78333,1,Vasiutintsy,selo,,Name of district as it mentioned in census,929,,Podolia,Litin
Bar,3208Br1,Podolia,32,8,Pale,South-West,0,5773,9982,49.0667,27.6667,1,Bar,Zashtatnyi gorod,,Name of district as it mentioned in census,9982,,Podolia,Mogilev
Ialtushkov,3208Il1,Podolia,32,8,Pale,South-West,0,1238,3533,48.9833,27.5,1,Ialtushkov,mestechko,,,3533,,Podolia,Mogilev
Iaryshev,3208Ir1,Podolia,32,8,Pale,South-West,0,1499,3642,48.5333,27.6333,1,Iaryshev,mestechko,,,3642,,Podolia,Mogilev
Izrailovka,3208Iz1,Podolia,32,8,Pale,South-West,1,7,928,48.5333,27.7333,1,Izrailovka,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,928,,Podolia,Mogilev
Komarovetskie Khutora,3208Km1,Podolia,32,8,Pale,South-West,0,58,495,49.13334,27.63333,1,Komarovetskie Khutora (Barskie Khutora),khutor,,Choosed according to: http://lorinda.ru/pod8,495,,Podolia,Mogilev
Kopaigorod,3208Kp1,Podolia,32,8,Pale,South-West,0,1720,2950,48.8667,27.7833,1,Kopaigorod,mestechko,,,2950,,Podolia,Mogilev
Liantskorun',3208Ln1,Podolia,32,8,Pale,South-West,0,1893,3772,48.9,26.3833,1,Liantskorun',mestechko,,,3772,,Podolia,Mogilev
Mogilev,3208Mg1,Podolia,32,8,Pale,South-West,0,12344,22315,48.45,27.8,1,Mogilev,Uezdnyi gorod,,,22315,,Podolia,Mogilev
Ozarintsy,3208Oz1,Podolia,32,8,Pale,South-West,0,994,3954,48.5333,27.8,1,Ozarintsy,mestechko,,,3954,,Podolia,Mogilev
Popovtsy,3208Pp1,Podolia,32,8,Pale,South-West,0,511,3454,48.9,27.8167,1,Popovtsy,selo,,,3454,,Podolia,Mogilev
Snitkov,3208Sn1,Podolia,32,8,Pale,South-West,0,1126,2886,48.8,27.6333,1,Snitkov,mestechko,,,2886,,Podolia,Mogilev
Shargorod,3208Sr1,Podolia,32,8,Pale,South-West,0,3989,5529,48.75,28.0833,1,Shargorod,mestechko,,,5529,,Podolia,Mogilev
Verkhovka,3208Vr1,Podolia,32,8,Pale,South-West,0,251,1344,48.9167,27.6667,1,Verkhovka,mestechko,,,1344,,Podolia,Mogilev
Bershad,3209Br1,Podolia,32,9,Pale,South-West,0,6603,8885,48.3667,29.5167,1,Bershad,mestechko,,,8885,,Podolia,Ol'gopol'
Chechel'nik,3209Cc1,Podolia,32,9,Pale,South-West,0,3388,7993,48.2167,29.3667,1,Chechel'nik,mestechko,,,7993,,Podolia,Ol'gopol'
Frunzovka,3209Fr1,Podolia,32,9,Pale,South-West,1,,,48.15,28.58333,0,Frunzovka,,,Not mentioned in census; May be no Jews or less than 500 people,,,Podolia,Ol'gopol'
Kamenka,3209Km1,Podolia,32,9,Pale,South-West,0,2902,6746,48.0333,28.7,1,Kamenka,mestechko,,,6746,,Podolia,Ol'gopol'
Kryzhopol',3209Kr1,Podolia,32,9,Pale,South-West,0,668,1126,48.3833,28.8833,1,Kryzhopol',poselok,,,1126,,Podolia,Ol'gopol'
Miastkovka,3209Ms1,Podolia,32,9,Pale,South-West,0,2105,7996,48.3833,28.7,1,Miastkovka (Rotmistrovka),mestechko,,,7996,,Podolia,Ol'gopol'
Obodovka,3209Ob1,Podolia,32,9,Pale,South-West,0,1676,7754,48.4,29.25,1,Obodovka,mestechko,,,7754,,Podolia,Ol'gopol'
Ol'gopol',3209Ol1,Podolia,32,9,Pale,South-West,0,2473,8134,48.2,29.5,1,Ol'gopol',Uezdnyi gorod,,,8134,,Podolia,Ol'gopol'
Peschanka,3209Ps1,Podolia,32,9,Pale,South-West,0,3682,7506,48.2,28.9,1,Peschanka,mestechko,,,7506,,Podolia,Ol'gopol'
Rashkov,3209Rs1,Podolia,32,9,Pale,South-West,0,3201,5823,47.95,28.8333,1,Rashkov,mestechko,,,5823,,Podolia,Ol'gopol'
Zhabokrich,3209Zb1,Podolia,32,9,Pale,South-West,0,1307,6252,48.3833,28.9833,1,Zhabokrich,mestechko,,,6252,,Podolia,Ol'gopol'
Zagnitkov,3209Zg1,Podolia,32,9,Pale,South-West,0,560,4660,48.05,28.9,1,Zagnitkov,mestechko,,,4660,,Podolia,Ol'gopol'
Chernoostrov,3210Cr1,Podolia,32,10,Pale,South-West,0,2216,2803,49.5,26.75,1,Chernoostrov (Chernyi Ostrov),mestechko,,,2803,,Podolia,Proskurov
Fel'shtin,3210Fl1,Podolia,32,10,Pale,South-West,0,1885,2002,49.3167,26.7167,1,Fel'shtin,mestechko,,,2002,,Podolia,Proskurov
Iarmolintsy,3210Ir1,Podolia,32,10,Pale,South-West,0,2633,5298,49.2,26.8333,1,Iarmolintsy,mestechko,,,5298,,Podolia,Proskurov
Kuz'min,3210Kz1,Podolia,32,10,Pale,South-West,0,890,2940,49.25,26.5167,1,Kuz'min,mestechko,,,2940,,Podolia,Proskurov
Nikolaev,3210Nk1,Podolia,32,10,Pale,South-West,0,2189,3661,49.5833,26.85,1,Nikolaev,mestechko,,,3661,,Podolia,Proskurov
Proskurov,3210Pr1,Podolia,32,10,Pale,South-West,0,11411,22855,49.4167,27,1,Proskurov,Uezdnyi gorod,,,22855,,Podolia,Proskurov
Sharavka,3210Sr1,Podolia,32,10,Pale,South-West,0,753,2079,49.2167,26.9667,1,Sharavka,mestechko,,,2079,,Podolia,Proskurov
Satanov,3210St1,Podolia,32,10,Pale,South-West,0,2848,4415,49.25,26.2667,1,Satanov,mestechko,,,4415,,Podolia,Proskurov
Tarnoruda,3210Tr1,Podolia,32,10,Pale,South-West,0,351,2023,49.41667,26.23333,1,Tarnoruda (with predmest'e Zaval'e),mestechko,,,2023,,Podolia,Proskurov
Dunaevtsy,3211Dn1,Podolia,32,11,Pale,South-West,1,1218,7849,48.9,26.8333,1,Dunaevtsy,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,7849,,Podolia,Novaia Ushitsa
Kalius,3211Kl1,Podolia,32,11,Pale,South-West,0,1897,3083,48.6333,27.3167,1,Kalius,mestechko,,,3083,,Podolia,Novaia Ushitsa
Kitaigorod,3211Kt1,Podolia,32,11,Pale,South-West,0,1087,2221,48.65,26.8,1,Kitaigorod,mestechko,,,2221,,Podolia,Novaia Ushitsa
Min'kovtsy,3211Mn1,Podolia,32,11,Pale,South-West,0,2196,3278,48.85,27.1,1,Min'kovtsy,mestechko,,,3278,,Podolia,Novaia Ushitsa
Murovannye Kurilovtsy,3211Mr1,Podolia,32,11,Pale,South-West,0,1410,4340,48.7333,27.5167,1,Murovannye Kurilovtsy,mestechko,,,4340,,Podolia,Novaia Ushitsa
Novaia Ushitsa,3211Nv1,Podolia,32,11,Pale,South-West,0,2213,6371,48.8333,27.2833,1,Novaia Ushitsa,Uezdnyi gorod,,,6371,,Podolia,Novaia Ushitsa
Ol'khovets,3211Ol1,Podolia,32,11,Pale,South-West,0,316,2365,48.7,27.3667,1,Ol'khovets,mestechko,,,2365,,Podolia,Novaia Ushitsa
Sokolets,3211Sk1,Podolia,32,11,Pale,South-West,0,747,2746,48.75,27.0667,1,Sokolets,mestechko,,,2746,,Podolia,Novaia Ushitsa
Solobkovtsy,3211Sl1,Podolia,32,11,Pale,South-West,0,1307,3372,49.0833,26.9167,1,Solobkovtsy,mestechko,,,3372,,Podolia,Novaia Ushitsa
Staraia Ushitsa,3211St1,Podolia,32,11,Pale,South-West,0,1583,4176,48.5833,27.1333,1,Staraia Ushitsa,Zashtatnyi gorod,,,4176,,Podolia,Novaia Ushitsa
Studenitsa,3211St2,Podolia,32,11,Pale,South-West,0,566,1911,48.5833,26.9167,1,Studenitsa,mestechko,,,1911,,Podolia,Novaia Ushitsa
Von'kovtsy,3211Vn1,Podolia,32,11,Pale,South-West,0,1768,3150,49.0333,27.2333,1,Von'kovtsy,mestechko,,,3150,,Podolia,Novaia Ushitsa
Verbovets,3211Vr1,Podolia,32,11,Pale,South-West,0,661,2311,48.7333,27.4333,1,Verbovets,Zashtatnyi gorod,,,2311,,Podolia,Novaia Ushitsa
Zamiehov,3211Zm1,Podolia,32,11,Pale,South-West,0,891,2217,48.8667,27.3667,1,Zamiehov,mestechko,,,2217,,Podolia,Novaia Ushitsa
Zhvanchik,3211Zv1,Podolia,32,11,Pale,South-West,0,683,3050,48.7667,26.9833,1,Zhvanchik,mestechko,,,3050,,Podolia,Novaia Ushitsa
Borovka,3212Br1,Podolia,32,12,Pale,South-West,1,633,6571,48.5167,28.25,1,Borovka,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6571,,Podolia,Iampol'
Chernevtsy,3212Cr1,Podolia,32,12,Pale,South-West,0,2274,8994,48.5333,28.1167,1,Chernevtsy,mestechko,,,8994,,Podolia,Iampol'
Dzhurin,3212Dz1,Podolia,32,12,Pale,South-West,0,1585,4656,48.6833,28.3,1,Dzhurin,mestechko,,,4656,,Podolia,Iampol'
Dzygovka,3212Dz2,Podolia,32,12,Pale,South-West,0,2187,7194,48.3667,28.3333,1,Dzygovka,mestechko,,,7194,,Podolia,Iampol'
Goryshkovka,3212Gr1,Podolia,32,12,Pale,South-West,0,376,2136,48.6333,28.6167,1,Goryshkovka,mestechko,,,2136,,Podolia,Iampol'
Iul'iampol',3212Il1,Podolia,32,12,Pale,South-West,0,175,496,48.71667,28.48333,1,Iul'iampol' (Boiarinskiia Korchmy),derevnia,,,496,,Podolia,Iampol'
Iampol',3212Im1,Podolia,32,12,Pale,South-West,0,2823,6605,48.25,28.2833,1,Iampol',Uezdnyi gorod,,,6605,,Podolia,Iampol'
Iaruga,3212Ir1,Podolia,32,12,Pale,South-West,0,1271,2506,48.3333,28.05,1,Iaruga,mestechko,,,2506,,Podolia,Iampol'
Komargorod,3212Km1,Podolia,32,12,Pale,South-West,0,481,1909,48.5333,28.6167,1,Komargorod,mestechko,,,1909,,Podolia,Iampol'
Kniazhe-Timanovka,3212Kn1,Podolia,32,12,Pale,South-West,0,1040,1094,48.43333,28.81667,1,Kniazhe-Timanovka,mestechko,,Chosen according to http://www.jhc.photohunt.org.ua/knyazh.html,1094,,Podolia,Iampol'
Krasnoe,3212Kr1,Podolia,32,12,Pale,South-West,0,2590,2844,48.9,28.4,1,Krasnoe,mestechko,,,2844,,Podolia,Iampol'
Markovka,3212Mr1,Podolia,32,12,Pale,South-West,0,257,1610,48.4667,28.7333,1,Markovka,mestechko,,,1610,,Podolia,Iampol'
Staraia Murafa,3212St1,Podolia,32,12,Pale,South-West,0,1350,1361,48.7833,28.2167,1,Staraia Murafa,mestechko,,,1361,,Podolia,Iampol'
Tomashpol',3212Tm1,Podolia,32,12,Pale,South-West,0,4515,4972,48.5333,28.5167,1,Tomashpol',mestechko,,,4972,,Podolia,Iampol'
Tsekinovka,3212Ts1,Podolia,32,12,Pale,South-West,0,275,2477,48.15,28.31667,1,Tsekinovka,mestechko,,,2477,,Podolia,Iampol'
Velikaia Kosnitsa,3212Vl1,Podolia,32,12,Pale,South-West,0,781,5861,48.15,28.4667,1,Velikaia Kosnitsa,selo,,,5861,,Podolia,Iampol'
Vapniarka,3212Vp1,Podolia,32,12,Pale,South-West,0,370,760,48.5333,28.7667,1,Vapniarka,poselok,,,760,,Podolia,Iampol'
Poltava,3301Pl1,Poltava,33,1,Pale,South-West,0,11046,53703,49.5833,34.5667,1,Poltava,Gubernskii gorod,,,53703,,Poltava,Poltava
Gadiach,3302Gd1,Poltava,33,2,Pale,South-West,0,1853,7721,50.3667,34,1,Gadiach,Uezdnyi gorod,,,7721,,Poltava,Gadiach
Zen'kov,3303Zn1,Poltava,33,3,Pale,South-West,0,1263,10443,50.2167,34.35,1,Zen'kov,Uezdnyi gorod,,Name of district as it mentioned in census,10443,,Poltava,Zien'kov
Drabov,3304Dr1,Poltava,33,4,Pale,South-West,0,407,3128,49.95,32.15,1,Drabov,mestechko,,,3128,,Poltava,Zolotonosha
