name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Pavlovskaia-Podgornaia,sloboda,Moscow,Zvenigorod,Beyond,Inner Russia,89,807,0,Pavlovskaia-Podgornaia,,,1,"","","",2407Pv1
Nizhnii Novgorod,Gubernskii gorod,Nizhny Novgorod,Nizhnii-Novgorod,Beyond,Inner Russia,5756,90053,1,Nizhnii Novgorod,56.3333,44,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2501Nz1
Gribanovo,derevnia,Nizhny Novgorod,Semenov,Beyond,Inner Russia,1622,1638,0,Gribanovo,55.46667,45.21667,1,"","","",2510Gr1
Liuban',poselenie pri zhelezno-dorozhnoi stantsii,Novgorod,Novgorod,Beyond,Inner Russia,287,2285,1,Liuban',59.35,31.25,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2601Lb1
Medvied',selo,Novgorod,Novgorod,Beyond,Inner Russia,150,1073,0,Medvied',58.3,30.51667,1,"","","",2601Md1
Velikii Novgorod,Gubernskii gorod,Novgorod,Novgorod,Beyond,Inner Russia,854,25736,0,Velikii Novgorod,58.5167,31.2833,1,"","",Jews population is taken from Jewishgen,2601Vl1
Staraia Russa,Uezdnyi gorod,Novgorod,Staraia Russa,Beyond,Inner Russia,624,15183,0,Staraia Russa,57.9833,31.3667,1,"","",Jews population is taken from Jewishgen,2608St1
Tikhvin,Uezdnyi gorod,Novgorod,Tikhvin,Beyond,Inner Russia,121,6589,0,Tikhvin,59.65,33.5167,1,"","",Jews population is taken from Jewishgen,2609Tk1
Orenburg,Gubernskii gorod,Orenburg,Orenburg,Beyond,Inner Russia,4329,72425,1,Orenburg,51.7833,55.05,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2801Or1
Magnitka,stantsiia,Orenburg,Verkhneural'sk,Beyond,Inner Russia,274,3143,1,Magnitka (Magnitogorsk),53.45,59.0667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2802Mg1
Cheliabinsk,Uezdnyi gorod,Orenburg,Cheliabinsk,Beyond,Inner Russia,2000,19998,1,Cheliabinsk,55.1667,61.4,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2805Cl1
Orel,Gubernskii gorod,Orel,Orel,Beyond,Inner Russia,1765,69735,0,Orel,52.9667,36.0833,1,"","",Jews population is taken from Jewishgen,2901Or1
Briansk,Uezdnyi gorod,Orel,Briansk,Beyond,Inner Russia,1321,24781,0,Briansk,53.25,34.35,1,"","",Jews population is taken from Jewishgen,2903Br1
Bezhitsa,"",Orel,Briansk,Beyond,Inner Russia,,,1,Bezhitsa,53.3167,34.3,,"","",0,2903Bz1
Dubrovka,poselok,Orel,Briansk,Beyond,Inner Russia,224,556,0,Dubrovka,53.68333,33.5,1,"","","",2903Db1
Diatkovo,"",Orel,Briansk,Beyond,Inner Russia,71,3920,1,Diatkovo,53.6,34.3333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2903Dt1
Penza,Gubernskii gorod,Penza,Penza,Beyond,Inner Russia,2314,59981,1,Penza,53.2,45,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3001Pn1
Perm',Gubernskii gorod,Perm,Perm',Beyond,Inner Russia,942,45205,0,Perm',58,56.25,1,"","",Jews population is taken from Jewishgen,3101Pr1
Iekaterinburg,Uezdnyi gorod,Perm,Ekaterinburg,Beyond,Inner Russia,3494,43239,1,Iekaterinburg,56.85,60.6,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3103Ik1
Balin,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,357,1621,0,Balin,48.8667,26.6833,1,"","","",3201Bl1
Chemerovtsy,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1231,3002,0,Chemerovtsy,49,26.3667,1,"","","",3201Cm1
Frampol',mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1216,1240,0,Frampol',49.1,26.75,1,"","","",3201Fr1
Gorodok,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,3194,8848,0,Gorodok,49.1667,26.5667,1,"","","",3201Gr1
Gusiatin,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1153,2831,0,Gusiatin,49.08333,26.18333,1,"","","",3201Gs1
Kamenets-Podol'sk,Gubernskii gorod,Podolia,Kamenets-Podol'sk,Pale,South-West,16221,35934,0,Kamenets-Podol'sk,48.6667,26.5667,1,"","","",3201Km1
Kupin,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1351,1386,0,Kupin,49.1,26.5833,1,"","","",3201Kp1
Karvasary,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,720,1264,0,Karvasary,48.66667,26.56667,1,"","",Now part of Kamenets-Podol'sk: http://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%86%D0%B0-%D0%9F%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B3%D0%BE#.D0.9A.D0.B0.D0.BC.D0.B5.D0.BD.,3201Kr1
Luchinets,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1050,3869,0,Luchinets,48.7167,27.8333,1,"","","",3201Lc1
Makov,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,144,1854,0,Makov,48.8,26.7167,1,"","","",3201Mk1
Mnikhovka,derevnia,Podolia,Kamenets-Podol'sk,Pale,South-West,408,509,0,Mnikhovka,,,1,"","","",3201Mn1
Orynin,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,2412,5727,0,Orynin,48.7667,26.4,1,"","","",3201Or1
Smotrich,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,1725,4399,0,Smotrich,48.95,26.55,1,"","","",3201Sm1
Shatova,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,725,2110,0,Shatova,48.7667,26.7167,1,"","","",3201St1
Zbrizh,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,281,1583,0,Zbrizh,48.91667,26.2,1,"","","",3201Zb1
Zhvanets,mestechko,Podolia,Kamenets-Podol'sk,Pale,South-West,3353,5005,0,Zhvanets,48.55,26.5,1,"","","",3201Zv1
Bogachevka,koloniia,Podolia,Balta,Pale,South-West,506,506,0,Bogachevka,47.9667,30.55,1,"","","",3202Bg1
Bogopol',mestechko,Podolia,Balta,Pale,South-West,5909,7226,0,Bogopol',48.03333,30.83333,1,"","","",3202Bg2
Balta,Uezdnyi gorod,Podolia,Balta,Pale,South-West,13235,23363,0,Balta,47.9333,29.6167,1,"","","",3202Bl1
Goloskov,mestechko,Podolia,Balta,Pale,South-West,1272,1512,0,Goloskov,48.1667,30.45,1,"","","",3202Gl1
Golovanevsk,mestechko,Podolia,Balta,Pale,South-West,4320,8148,0,Golovanevsk,48.3833,30.4667,1,"","","",3202Gl2
Gershunovka,koloniia,Podolia,Balta,Pale,South-West,585,597,0,Gershunovka,47.71667,29.16667,1,"","","",3202Gr1
Iasinova,selo,Podolia,Balta,Pale,South-West,169,1600,0,Iasinova,,,1,"","","",3202Is1
Iuzefpol' Liudvinka,mestechko,Podolia,Balta,Pale,South-West,872,2401,0,Iuzefpol' Liudvinka,48.25,30.7833,1,"","","",3202Iz1
Kodyma,mestechko,Podolia,Balta,Pale,South-West,2041,4241,0,Kodyma,48.1,29.1167,1,"","","",3202Kd1
Konetspol',mestechko,Podolia,Balta,Pale,South-West,656,1514,0,Konetspol',48.0167,30.7833,1,"","","",3202Kn1
Krivoe Ozero,mestechko,Podolia,Balta,Pale,South-West,5478,7836,0,Krivoe Ozero,47.9333,30.35,1,"","","",3202Kr1
Krutye,mestechko,Podolia,Balta,Pale,South-West,2389,4767,0,Krutye,47.9667,29.2,1,"","","",3202Kr2
Manshurovka,koloniia,Podolia,Balta,Pale,South-West,563,563,0,Manshurovka,,,1,"","","",3202Mn1
Okny,mestechko,Podolia,Balta,Pale,South-West,1530,2430,0,Okny,47.5333,29.4667,1,"","","",3202Ok1
Peschana,mestechko,Podolia,Balta,Pale,South-West,870,4839,0,Peschana,48.1167,29.7333,1,"","","",3202Ps1
Rybnitsy,mestechko,Podolia,Balta,Pale,South-West,1574,4029,0,Rybnitsy,47.7667,29,1,"","","",3202Ry1
Savran',mestechko,Podolia,Balta,Pale,South-West,3198,5887,0,Savran',48.1333,30.0833,1,"","","",3202Sv1
Vadaturkol,selo,Podolia,Balta,Pale,South-West,123,1011,0,Vadaturkol,47.93333,28.98333,1,"","",http://www.rujen.ru/index.php/%D0%92%D0%90%D0%94%D0%90%D0%A2%D0%A3%D0%A0%D0%9A%D0%9E%D0%9B,3202Vd1
Vykhvatentsy,selo,Podolia,Balta,Pale,South-West,30,1060,1,Vykhvatentsy,47.6667,29,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3202Vy1
Bratslav,Uezdnyi gorod,Podolia,Bratslav,Pale,South-West,3290,7863,0,Bratslav,48.8333,28.95,1,"","","",3203Br1
Nemirov,mestechko,Podolia,Bratslav,Pale,South-West,5287,8920,0,Nemirov,48.9667,28.85,1,"","","",3203Nm1
Pechara,mestechko,Podolia,Bratslav,Pale,South-West,896,2455,0,Pechara,48.8333,28.7,1,"","","",3203Pc1
Shpikov,mestechko,Podolia,Bratslav,Pale,South-West,1875,4901,0,Shpikov,48.7833,28.5667,1,"","","",3203Sp1
Tul'chin,mestechko,Podolia,Bratslav,Pale,South-West,10055,16245,0,Tul'chin,48.6833,28.8667,1,"","","",3203Tl1
Trostianets,mestechko,Podolia,Bratslav,Pale,South-West,2421,4421,0,"Trostianets (Kachurovka, Vytiagailovka) Stan I",48.5167,29.1833,1,"","","",3203Tr1
Verkhovka,mestechko,Podolia,Bratslav,Pale,South-West,1094,3091,0,Verkhovka,48.4333,29.1667,1,"","","",3203Vr1
Voronovitsa,mestechko,Podolia,Bratslav,Pale,South-West,1411,3013,0,Voronovitsa,49.1,28.6833,1,"","","",3203Vr2
Brailov,mestechko,Podolia,Vinnitsa,Pale,South-West,3721,8561,0,Brailov,49.1,28.1667,1,"","",Name of district as it mentioned in census,3204Br1
Gnivan',sel'skokhoziaistvennyi zavod s poselkom,Podolia,Vinnitsa,Pale,South-West,72,1289,1,Gnivan',49.1,28.3333,1,at_most,"",Name is different from the mentioned in census: Gnivan'skii; Calculated by subtraction from Total value any other groups mentioned in census for this place,3204Gn1
Ianov,mestechko,Podolia,Vinnitsa,Pale,South-West,2088,5545,0,Ianov,49.48333,28.35,1,"","",Choosed according to: http://leonid-70.narod.ru/text/Doc12.htm,3204In1
Iuzvin,mestechko,Podolia,Vinnitsa,Pale,South-West,445,1920,0,Iuzvin,49.71667,29,1,"","","",3204Iz1
Kalinovka,mestechko,Podolia,Vinnitsa,Pale,South-West,1052,2558,0,Kalinovka,49.4667,28.5333,1,"","","",3204Kl1
Miziakov,mestechko,Podolia,Vinnitsa,Pale,South-West,307,1949,0,Miziakov,49.4,28.3667,1,"","","",3204Mz1
Novyi Pikov,mestechko,Podolia,Vinnitsa,Pale,South-West,1479,1479,0,Novyi Pikov,49.5667,28.2667,1,"","","",3204Nv1
Stanislavchik,mestechko,Podolia,Vinnitsa,Pale,South-West,1207,5142,0,Stanislavchik,48.9667,28.1167,1,"","","",3204St1
Strizhavka,mestechko,Podolia,Vinnitsa,Pale,South-West,795,2203,0,Strizhavka,49.3167,28.4667,1,"","","",3204St2
Tyvrov,mestechko,Podolia,Vinnitsa,Pale,South-West,1051,3153,0,Tyvrov,49.0167,28.5,1,"","","",3204Ty1
Vinnitsa,Uezdnyi gorod,Podolia,Vinnitsa,Pale,South-West,11689,30563,0,Vinnitsa,49.2333,28.4833,1,"","","",3204Vn1
Voroshilovka,mestechko,Podolia,Vinnitsa,Pale,South-West,1592,3180,0,Voroshilovka,49.05,28.3333,1,"","","",3204Vr1
Zhmerinka,poselok I zhelezno-dorozhnaia stantsiia,Podolia,Vinnitsa,Pale,South-West,2396,13944,0,Zhmerinka,49.0333,28.1,1,"","","",3204Zm1
Granov,mestechko,Podolia,Gaisin,Pale,South-West,753,6850,0,Granov,48.8667,29.5667,1,"","","",3205Gr1
Gaisin,Uezdnyi gorod,Podolia,Gaisin,Pale,South-West,4321,9374,0,Gaisin,48.8,29.4,1,"","","",3205Gs1
Gaivoron,selo,Podolia,Gaisin,Pale,South-West,52,1416,1,Gaivoron,48.35,29.85,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3205Gv1
Ivangorod,mestechko,Podolia,Gaisin,Pale,South-West,442,3032,0,Ivangorod,48.8,29.7833,1,"","","",3205Iv1
Kiblich,mestechko,Podolia,Gaisin,Pale,South-West,1067,3096,0,Kiblich,48.7167,29.5667,1,"","","",3205Kb1
Kuna,mestechko,Podolia,Gaisin,Pale,South-West,206,1764,0,Kuna,48.7833,29.3333,1,"","","",3205Kn1
Khashchevata,mestechko,Podolia,Gaisin,Pale,South-West,3266,4850,0,Khashchevata,48.3,29.95,1,"","","Print error on census: says 3266 Muslims. Since this was an actual Shtetl, must be an error and should be Jews instead.",3205Ks1
Ladyzhin,mestechko,Podolia,Gaisin,Pale,South-West,3212,6589,0,Ladyzhin,48.6667,29.25,1,"","","",3205Ld1
Raigorod,mestechko,Podolia,Gaisin,Pale,South-West,995,2240,0,Raigorod,48.8833,29.0833,1,"","","",3205Rg1
Sobolevka,mestechko,Podolia,Gaisin,Pale,South-West,1121,5745,0,Sobolevka,48.6,29.5,1,"","","",3205Sb1
Teplik,mestechko,Podolia,Gaisin,Pale,South-West,3725,7044,0,Teplik,48.6667,29.7333,1,"","","",3205Tp1
Ternovka,mestechko,Podolia,Gaisin,Pale,South-West,2823,5364,0,Ternovka,48.5333,29.9667,1,"","","",3205Tr1
Ziatkovtsy,mestechko,Podolia,Gaisin,Pale,South-West,348,2830,0,Ziatkovtsy,48.73333,29.48333,1,"","","",3205Zt1
Butsnevtsy,mestechko,Podolia,Letichev,Pale,South-West,304,1265,0,Butsnevtsy,49.21667,27.45,1,"","",Name of district as it mentioned in census; http://www.rujen.ru/index.php/%D0%91%D0%A3%D0%9D%D0%A6%D0%95%D0%92%D0%9E,3206Bt1
Derezhnia,mestechko,Podolia,Letichev,Pale,South-West,3333,4884,0,Derezhnia,49.2667,27.4333,1,"","","",3206Dr1
Letichev,Uezdnyi gorod,Podolia,Letichev,Pale,South-West,4108,7248,0,Letichev,49.3833,27.6167,1,"","","",3206Lt1
Medzhibozh,mestechko,Podolia,Letichev,Pale,South-West,6040,8164,0,Medzhibozh,49.4333,27.4167,1,"","","",3206Md1
Mikhalpol',mestechko,Podolia,Letichev,Pale,South-West,1392,2370,0,Mikhalpol',49.23333,27.13333,1,"","",Choosed according to: http://www.rujen.ru/index.php/%D0%9C%D0%98%D0%A5%D0%90%D0%9B%D0%9F%D0%9E%D0%9B%D0%AChttp://lorinda.ru/pod8,3206Mk1
Snitovka,mestechko,Podolia,Letichev,Pale,South-West,231,1436,0,Snitovka,49.33333,27.53333,1,"","","",3206Sn1
Staro Zakrevskii Maidan,koloniia,Podolia,Letichev,Pale,South-West,519,595,0,Staro Zakrevskii Maidan,49.2667,27.5833,1,"","","",3206St1
Volkovintsy,mestechko,Podolia,Letichev,Pale,South-West,1178,3652,0,Volkovintsy,49.2,27.6667,1,"","","",3206Vl1
Zin'kov,mestechko,Podolia,Letichev,Pale,South-West,3719,7024,0,Zin'kov,49.0833,27.0667,1,"","","",3206Zn1
D'iakovtsy,mestechko,Podolia,Litin,Pale,South-West,395,2388,0,D'iakovtsy,49.3833,27.8833,1,"","","",3207Dk1
Khmiel'nik,Bezuiezdnyi gorod,Podolia,Litin,Pale,South-West,5977,11657,0,Khmiel'nik,49.55,27.9667,1,"","","",3207Km1
Litin,Uezdnyi gorod,Podolia,Litin,Pale,South-West,3874,9420,0,Litin,49.3333,28.0667,1,"","","",3207Lt1
Mezhirov,mestechko,Podolia,Litin,Pale,South-West,1345,2268,0,Mezhirov,49.0833,28.0167,1,"","","",3207Mz1
Novo-Konstantinov,mestechko,Podolia,Litin,Pale,South-West,2320,3907,0,Novo-Konstantinov,49.4833,27.7333,1,"","","",3207Nv1
Piliava,mestechko,Podolia,Litin,Pale,South-West,752,3701,0,Piliava,49.6,27.45,1,"","","",3207Pl1
Sal'nitsa,Zashtatnyi gorod,Podolia,Litin,Pale,South-West,903,3699,0,Sal'nitsa,49.7333,28.0333,1,"","","",3207Sl1
Staraia Siniava,mestechko,Podolia,Litin,Pale,South-West,2279,4618,0,Staraia Siniava,49.6,27.6167,1,"","","",3207St1
Ulanov,mestechko,Podolia,Litin,Pale,South-West,2000,2047,0,Ulanov,49.7,28.1333,1,"","","",3207Ul1
Vasiutintsy,selo,Podolia,Litin,Pale,South-West,96,929,0,Vasiutintsy,49.15,27.78333,1,"","",Name of district as it mentioned in census,3207Vs1
Bar,Zashtatnyi gorod,Podolia,Mogilev,Pale,South-West,5773,9982,0,Bar,49.0667,27.6667,1,"","",Name of district as it mentioned in census,3208Br1
Ialtushkov,mestechko,Podolia,Mogilev,Pale,South-West,1238,3533,0,Ialtushkov,48.9833,27.5,1,"","","",3208Il1
Iaryshev,mestechko,Podolia,Mogilev,Pale,South-West,1499,3642,0,Iaryshev,48.5333,27.6333,1,"","","",3208Ir1
Izrailovka,selo,Podolia,Mogilev,Pale,South-West,7,928,1,Izrailovka,48.5333,27.7333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3208Iz1
Komarovetskie Khutora,khutor,Podolia,Mogilev,Pale,South-West,58,495,0,Komarovetskie Khutora (Barskie Khutora),49.13334,27.63333,1,"","",Choosed according to: http://lorinda.ru/pod8,3208Km1
Kopaigorod,mestechko,Podolia,Mogilev,Pale,South-West,1720,2950,0,Kopaigorod,48.8667,27.7833,1,"","","",3208Kp1
Liantskorun',mestechko,Podolia,Mogilev,Pale,South-West,1893,3772,0,Liantskorun',48.9,26.3833,1,"","","",3208Ln1
Mogilev,Uezdnyi gorod,Podolia,Mogilev,Pale,South-West,12344,22315,0,Mogilev,48.45,27.8,1,"","","",3208Mg1
Ozarintsy,mestechko,Podolia,Mogilev,Pale,South-West,994,3954,0,Ozarintsy,48.5333,27.8,1,"","","",3208Oz1
Popovtsy,selo,Podolia,Mogilev,Pale,South-West,511,3454,0,Popovtsy,48.9,27.8167,1,"","","",3208Pp1
Snitkov,mestechko,Podolia,Mogilev,Pale,South-West,1126,2886,0,Snitkov,48.8,27.6333,1,"","","",3208Sn1
Shargorod,mestechko,Podolia,Mogilev,Pale,South-West,3989,5529,0,Shargorod,48.75,28.0833,1,"","","",3208Sr1
Verkhovka,mestechko,Podolia,Mogilev,Pale,South-West,251,1344,0,Verkhovka,48.9167,27.6667,1,"","","",3208Vr1
Bershad,mestechko,Podolia,Ol'gopol',Pale,South-West,6603,8885,0,Bershad,48.3667,29.5167,1,"","","",3209Br1
Chechel'nik,mestechko,Podolia,Ol'gopol',Pale,South-West,3388,7993,0,Chechel'nik,48.2167,29.3667,1,"","","",3209Cc1
Frunzovka,"",Podolia,Ol'gopol',Pale,South-West,,,1,Frunzovka,48.15,28.58333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,3209Fr1
Kamenka,mestechko,Podolia,Ol'gopol',Pale,South-West,2902,6746,0,Kamenka,48.0333,28.7,1,"","","",3209Km1
Kryzhopol',poselok,Podolia,Ol'gopol',Pale,South-West,668,1126,0,Kryzhopol',48.3833,28.8833,1,"","","",3209Kr1
Miastkovka,mestechko,Podolia,Ol'gopol',Pale,South-West,2105,7996,0,Miastkovka (Rotmistrovka),48.3833,28.7,1,"","","",3209Ms1
Obodovka,mestechko,Podolia,Ol'gopol',Pale,South-West,1676,7754,0,Obodovka,48.4,29.25,1,"","","",3209Ob1
Ol'gopol',Uezdnyi gorod,Podolia,Ol'gopol',Pale,South-West,2473,8134,0,Ol'gopol',48.2,29.5,1,"","","",3209Ol1
Peschanka,mestechko,Podolia,Ol'gopol',Pale,South-West,3682,7506,0,Peschanka,48.2,28.9,1,"","","",3209Ps1
Rashkov,mestechko,Podolia,Ol'gopol',Pale,South-West,3201,5823,0,Rashkov,47.95,28.8333,1,"","","",3209Rs1
Zhabokrich,mestechko,Podolia,Ol'gopol',Pale,South-West,1307,6252,0,Zhabokrich,48.3833,28.9833,1,"","","",3209Zb1
Zagnitkov,mestechko,Podolia,Ol'gopol',Pale,South-West,560,4660,0,Zagnitkov,48.05,28.9,1,"","","",3209Zg1
Chernoostrov,mestechko,Podolia,Proskurov,Pale,South-West,2216,2803,0,Chernoostrov (Chernyi Ostrov),49.5,26.75,1,"","","",3210Cr1
Fel'shtin,mestechko,Podolia,Proskurov,Pale,South-West,1885,2002,0,Fel'shtin,49.3167,26.7167,1,"","","",3210Fl1
Iarmolintsy,mestechko,Podolia,Proskurov,Pale,South-West,2633,5298,0,Iarmolintsy,49.2,26.8333,1,"","","",3210Ir1
Kuz'min,mestechko,Podolia,Proskurov,Pale,South-West,890,2940,0,Kuz'min,49.25,26.5167,1,"","","",3210Kz1
Nikolaev,mestechko,Podolia,Proskurov,Pale,South-West,2189,3661,0,Nikolaev,49.5833,26.85,1,"","","",3210Nk1
Proskurov,Uezdnyi gorod,Podolia,Proskurov,Pale,South-West,11411,22855,0,Proskurov,49.4167,27,1,"","","",3210Pr1
Sharavka,mestechko,Podolia,Proskurov,Pale,South-West,753,2079,0,Sharavka,49.2167,26.9667,1,"","","",3210Sr1
Satanov,mestechko,Podolia,Proskurov,Pale,South-West,2848,4415,0,Satanov,49.25,26.2667,1,"","","",3210St1
Tarnoruda,mestechko,Podolia,Proskurov,Pale,South-West,351,2023,0,Tarnoruda (with predmest'e Zaval'e),49.41667,26.23333,1,"","","",3210Tr1
Dunaevtsy,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1218,7849,1,Dunaevtsy,48.9,26.8333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3211Dn1
Kalius,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1897,3083,0,Kalius,48.6333,27.3167,1,"","","",3211Kl1
Kitaigorod,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1087,2221,0,Kitaigorod,48.65,26.8,1,"","","",3211Kt1
Min'kovtsy,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,2196,3278,0,Min'kovtsy,48.85,27.1,1,"","","",3211Mn1
Murovannye Kurilovtsy,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1410,4340,0,Murovannye Kurilovtsy,48.7333,27.5167,1,"","","",3211Mr1
Novaia Ushitsa,Uezdnyi gorod,Podolia,Novaia Ushitsa,Pale,South-West,2213,6371,0,Novaia Ushitsa,48.8333,27.2833,1,"","","",3211Nv1
Ol'khovets,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,316,2365,0,Ol'khovets,48.7,27.3667,1,"","","",3211Ol1
Sokolets,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,747,2746,0,Sokolets,48.75,27.0667,1,"","","",3211Sk1
Solobkovtsy,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1307,3372,0,Solobkovtsy,49.0833,26.9167,1,"","","",3211Sl1
Staraia Ushitsa,Zashtatnyi gorod,Podolia,Novaia Ushitsa,Pale,South-West,1583,4176,0,Staraia Ushitsa,48.5833,27.1333,1,"","","",3211St1
Studenitsa,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,566,1911,0,Studenitsa,48.5833,26.9167,1,"","","",3211St2
Von'kovtsy,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,1768,3150,0,Von'kovtsy,49.0333,27.2333,1,"","","",3211Vn1
Verbovets,Zashtatnyi gorod,Podolia,Novaia Ushitsa,Pale,South-West,661,2311,0,Verbovets,48.7333,27.4333,1,"","","",3211Vr1
Zamiehov,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,891,2217,0,Zamiehov,48.8667,27.3667,1,"","","",3211Zm1
Zhvanchik,mestechko,Podolia,Novaia Ushitsa,Pale,South-West,683,3050,0,Zhvanchik,48.7667,26.9833,1,"","","",3211Zv1
Borovka,selo,Podolia,Iampol',Pale,South-West,633,6571,1,Borovka,48.5167,28.25,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3212Br1
Chernevtsy,mestechko,Podolia,Iampol',Pale,South-West,2274,8994,0,Chernevtsy,48.5333,28.1167,1,"","","",3212Cr1
Dzhurin,mestechko,Podolia,Iampol',Pale,South-West,1585,4656,0,Dzhurin,48.6833,28.3,1,"","","",3212Dz1
Dzygovka,mestechko,Podolia,Iampol',Pale,South-West,2187,7194,0,Dzygovka,48.3667,28.3333,1,"","","",3212Dz2
Goryshkovka,mestechko,Podolia,Iampol',Pale,South-West,376,2136,0,Goryshkovka,48.6333,28.6167,1,"","","",3212Gr1
Iul'iampol',derevnia,Podolia,Iampol',Pale,South-West,175,496,0,Iul'iampol' (Boiarinskiia Korchmy),48.71667,28.48333,1,"","","",3212Il1
Iampol',Uezdnyi gorod,Podolia,Iampol',Pale,South-West,2823,6605,0,Iampol',48.25,28.2833,1,"","","",3212Im1
Iaruga,mestechko,Podolia,Iampol',Pale,South-West,1271,2506,0,Iaruga,48.3333,28.05,1,"","","",3212Ir1
Komargorod,mestechko,Podolia,Iampol',Pale,South-West,481,1909,0,Komargorod,48.5333,28.6167,1,"","","",3212Km1
Kniazhe-Timanovka,mestechko,Podolia,Iampol',Pale,South-West,1040,1094,0,Kniazhe-Timanovka,48.43333,28.81667,1,"","",Chosen according to http://www.jhc.photohunt.org.ua/knyazh.html,3212Kn1
Krasnoe,mestechko,Podolia,Iampol',Pale,South-West,2590,2844,0,Krasnoe,48.9,28.4,1,"","","",3212Kr1
Markovka,mestechko,Podolia,Iampol',Pale,South-West,257,1610,0,Markovka,48.4667,28.7333,1,"","","",3212Mr1
Staraia Murafa,mestechko,Podolia,Iampol',Pale,South-West,1350,1361,0,Staraia Murafa,48.7833,28.2167,1,"","","",3212St1
Tomashpol',mestechko,Podolia,Iampol',Pale,South-West,4515,4972,0,Tomashpol',48.5333,28.5167,1,"","","",3212Tm1
Tsekinovka,mestechko,Podolia,Iampol',Pale,South-West,275,2477,0,Tsekinovka,48.15,28.31667,1,"","","",3212Ts1
Velikaia Kosnitsa,selo,Podolia,Iampol',Pale,South-West,781,5861,0,Velikaia Kosnitsa,48.15,28.4667,1,"","","",3212Vl1
Vapniarka,poselok,Podolia,Iampol',Pale,South-West,370,760,0,Vapniarka,48.5333,28.7667,1,"","","",3212Vp1
Poltava,Gubernskii gorod,Poltava,Poltava,Pale,South-West,11046,53703,0,Poltava,49.5833,34.5667,1,"","","",3301Pl1
Gadiach,Uezdnyi gorod,Poltava,Gadiach,Pale,South-West,1853,7721,0,Gadiach,50.3667,34,1,"","","",3302Gd1
Zen'kov,Uezdnyi gorod,Poltava,Zien'kov,Pale,South-West,1263,10443,0,Zen'kov,50.2167,34.35,1,"","",Name of district as it mentioned in census,3303Zn1
Drabov,mestechko,Poltava,Zolotonosha,Pale,South-West,407,3128,0,Drabov,49.95,32.15,1,"","","",3304Dr1
Gel'miazov,selo,Poltava,Zolotonosha,Pale,South-West,712,6042,0,Gel'miazov,49.8167,31.8333,1,"","","",3304Gl1
Prokhorovka,selo,Poltava,Zolotonosha,Pale,South-West,268,2577,0,Prokhorovka,49.71667,31.6,1,"","","",3304Pr1
Zolotonosha,Uezdnyi gorod,Poltava,Zolotonosha,Pale,South-West,2769,8739,0,Zolotonosha,49.6667,32.0333,1,"","","",3304Zl1
