name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Kobeliaki,Uezdnyi gorod,Poltava,Kobeliaki,Pale,South-West,2119,10487,0,Kobeliaki,49.15,34.2,1,"","",Name of district as it mentioned in census,3305Kb1
Konstantinograd,Uezdnyi gorod,Poltava,Konstantinograd,Pale,South-West,1099,6455,0,Konstantinograd,49.3667,35.45,1,"","","",3306Kn1
Pereshchepino,selo,Poltava,Konstantinograd,Pale,South-West,361,4244,1,Pereshchepino,49.0167,35.3667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3306Pr1
Gradizhsk,Zashtatnyi gorod,Poltava,Kremenchug,Pale,South-West,1112,9486,0,Gradizhsk,49.2167,33.1167,1,"","",Name of district as it mentioned in census,3307Gr1
Kremenchug,Uezdnyi gorod,Poltava,Kremenchug,Pale,South-West,29869,63007,0,Kremenchug,49.0667,33.4167,1,"","","",3307Kr1
Cherpukhi,selo,Poltava,Lokhvitsa,Pale,South-West,275,2631,0,Cherpukhi,50.2667,32.95,1,"","",Name is different from the mentioned in census: Chernukhi צ need to be checked,3308Cr1
Lokhvitsa,Uezdnyi gorod,Poltava,Lokhvitsa,Pale,South-West,2465,8911,0,Lokhvitsa,50.3667,33.2667,1,"","",Name of district as it mentioned in census,3308Lk1
Iablonev,mestechko,Poltava,Lubny,Pale,South-West,479,2019,0,Iablonev,49.95,32.5333,1,"","","",3309Ib1
Lubny,Uezdnyi gorod,Poltava,Lubny,Pale,South-West,3006,10097,0,Lubny,50.0167,33,1,"","","",3309Lb1
Mirgorod,Uezdnyi gorod,Poltava,Mirgorod,Pale,South-West,1248,10037,0,Mirgorod,49.9667,33.6,1,"","","",3310Mr1
Baryshevka,selo,Poltava,Pereiaslav,Pale,South-West,462,1793,0,Baryshevka,50.3667,31.3333,1,"","","",3311Br1
Berezan',mestechko,Poltava,Pereiaslav,Pale,South-West,358,5859,1,Berezan',50.3167,31.4667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3311Br2
Borispol',mestechko,Poltava,Pereiaslav,Pale,South-West,1094,8953,0,Borispol',50.35,30.95,1,"","","",3311Br3
Pereiaslavl',Uezdnyi gorod,Poltava,Pereiaslav,Pale,South-West,5754,14614,0,Pereiaslavl',50.0833,31.4667,1,"","","",3311Pr1
Voronkov,selo,Poltava,Pereiaslav,Pale,South-West,,,1,Voronkov,50.2167,30.9,0,"","",Not mentioned in census; May be no Jews or less than 500 people,3311Vr1
Iagotino,mestechko,Poltava,Piriatin,Pale,South-West,943,4409,0,Iagotino,50.2833,31.7667,1,"","","",3312Ig1
Piriatin,Uezdnyi gorod,Poltava,Piriatin,Pale,South-West,3166,8022,0,Piriatin,50.25,32.5167,1,"","",Name of district as it mentioned in census,3312Pr1
Brodki,derevnia,Poltava,Priluki,Pale,South-West,233,588,0,Brodki,,,1,"","",Name of district as it mentioned in census,3313Br1
Priluki,Uezdnyi gorod,Poltava,Priluki,Pale,South-West,5722,18532,0,Priluki,50.6,32.4,1,"","","",3313Pr1
Glinsk,Zashtatnyi gorod,Poltava,Romny,Pale,South-West,293,3533,1,Glinsk,50.61666,33.31667,1,at_most,"",May be no Jews; Calculated by subtraction from Total value any other groups mentioned in census for this place,3314Gl1
Romny,Uezdnyi gorod,Poltava,Romny,Pale,South-West,6378,22510,0,Romny,50.75,33.4667,1,"","","",3314Rm1
Bielotserkovka,selo,Poltava,Khorol,Pale,South-West,297,1053,0,Bielotserkovka,,,1,"","","",3315Bl1
Khorol',Uezdnyi gorod,Poltava,Khorol,Pale,South-West,2056,7997,0,Khorol',49.7833,33.2833,1,"","","",3315Kr1
Semenovka,selo,Poltava,Khorol,Pale,South-West,319,1487,0,Semenovka,49.6,33.1667,1,"","","",3315Sm1
Pskov,Gubernskii gorod,Pskov,Pskov,Beyond,Inner Russia,1444,30478,0,Pskov,57.8333,28.3333,1,"","",Jews population is taken from Jewishgen,3401Ps1
Novosokol'niki,"",Pskov,Velikie Luki,Beyond,Inner Russia,,,1,Novosokol'niki,56.35,30.15,0,"","",Not mentioned in census; May be no Jews or less than 500 people,3402Nv1
Velikie Luki,Uezdnyi gorod,Pskov,Velikie Luki,Beyond,Inner Russia,669,8466,0,Velikie Luki,56.3333,30.5333,1,"","",Jews population is taken from Jewishgen,3402Vl1
Novorzhev,Uezdnyi gorod,Pskov,Novorzhev,Beyond,Inner Russia,295,2838,0,Novorzhev,57.0333,29.3333,1,"","","",3403Nv1
Opochka,Uezdnyi gorod,Pskov,Opochka,Beyond,Inner Russia,521,5735,0,Opochka,56.7167,28.6833,1,"","",Jews population is taken from Jewishgen,3404Op1
Ostrov,Uezdnyi gorod,Pskov,Ostrov,Beyond,Inner Russia,749,6268,0,Ostrov,57.3333,28.3667,1,"","","",3405Os1
Pytalovo,"",Pskov,Ostrov,Beyond,Inner Russia,,,1,Pytalovo,57.0667,27.9,0,"","",Not mentioned in census; May be no Jews or less than 500 people,3405Py1
Toropets,Uezdnyi gorod,Pskov,Toropets,Beyond,Inner Russia,570,7368,0,Toropets,56.5,31.6333,1,"","",Jews population is taken from Jewishgen,3407Tr1
Riazan',Gubernskii gorod,Ryazan,Riazan',Beyond,Inner Russia,2211,46122,1,Riazan',54.6167,39.7333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3501Rz1
Samara,Gubernskii gorod,Samara,Samara,Beyond,Inner Russia,9000,89999,1,Samara,53.2,50.15,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3601Sm1
Stavropol',Uezdnyi gorod,Samara,Stavropol',Beyond,Inner Russia,1236,5969,0,Stavropol',45.0333,41.9667,1,"","",Impossible according to census צ the most possible population of Jews can be 202,3607St1
San Peterburg,Stolitsa,St. Petersburg,Saint Petersburg,Beyond,Inner Russia,16649,1264920,0,San Peterburg,59.9,30.2667,1,uncertain,"",Calculated by subtraction from Total value any other groups mentioned in census for this place&calculation of 10%,3701Sn1
Gdov,Uezdnyi gorod,St. Petersburg,Gdov,Beyond,Inner Russia,69,2106,0,Gdov,58.7333,27.8167,1,"","",Jews population is taken from Jewishgen,3702Gd1
Luga,Uezdnyi gorod,St. Petersburg,Luga,Beyond,Inner Russia,382,5617,0,Luga,58.7333,29.85,1,"","",Jews population is taken from Jewishgen,3703Lg1
Kronshtadt,Bezuezdnyi gorod,St. Petersburg,Petergof,Beyond,Inner Russia,991,59525,0,Kronshtadt,60,29.7667,1,"","",Jews population is taken from Jewishgen,3705Kr1
Oranienbaum,Bezuezdnyi gorod,St. Petersburg,Petergof,Beyond,Inner Russia,121,5458,0,Oranienbaum,59.9,29.7667,1,"","",Jews population is taken from Jewishgen,3705Or1
Gatchina,Bezuezdnyi gorod,St. Petersburg,Tsarskoe Selo,Beyond,Inner Russia,1483,14824,1,Gatchina,59.5833,30.1333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3706Gt1
Narva,Bezuezdnyi gorod,St. Petersburg,Iamburg,Beyond,Inner Russia,474,16599,0,Narva,59.3833,28.1833,1,"","",Jews population is taken from Jewishgen,3708Nr1
Saratov,Gubernskii gorod,Saratov,Saratov,Beyond,Inner Russia,13715,137147,1,Saratov,51.5667,46.0333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3801Sr1
Tsaritsin,Uezdnyi gorod,Saratov,Tsaritsyn,Beyond,Inner Russia,893,55186,0,Tsaritsin,48.8,44.5833,1,"","",Jews population is taken from Jewishgen,3810Ts1
Simbirsk,Gubernskii gorod,Simbirsk,Simbirsk,Beyond,Inner Russia,2285,41684,1,Simbirsk,54.3333,48.4,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3901Sm1
Alatyr',Uezdnyi gorod,Simbirsk,Alatyr',Beyond,Inner Russia,383,12209,1,Alatyr',54.85,46.6,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,3902Al1
Smolensk,Gubernskii gorod,Smolensk,Smolensk,Beyond,Inner Russia,4670,46699,1,Smolensk,54.7833,32.0333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4001Sm1
Bielyi,Uezdnyi gorod,Smolensk,Bielyi,Beyond,Inner Russia,287,6952,0,Bielyi,55.8333,32.9333,1,"","",Jews population is taken from Jewishgen,4002Bl1
Viaz'ma,Uezdnyi gorod,Smolensk,Viaz'ma,Beyond,Inner Russia,504,15645,0,Viaz'ma,55.2,34.3,1,"","",Jews population is taken from Jewishgen,4003Vz1
Gzhatsk,Uezdnyi gorod,Smolensk,Gzhatsk,Beyond,Inner Russia,152,6324,0,Gzhatsk,55.55,35,1,"","",Jews population is taken from Jewishgen,4004Gz1
Dorogobuzh,Uezdnyi gorod,Smolensk,Dorogobuzh,Beyond,Inner Russia,184,6486,1,Dorogobuzh,54.9167,33.3,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4005Dr1
Dukhovshchina,Uezdnyi gorod,Smolensk,Dukhovshchina,Beyond,Inner Russia,128,3109,1,Dukhovshchina,55.1833,32.4,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4006Dk1
Iartsev Perevoz,selo,Smolensk,Dukhovshchina,Beyond,Inner Russia,76,633,0,Iartsev Perevoz,55.0667,32.7,1,"","",Name is not mentioned but it is according to: http://www.geocaching.su/?pn=101&cid=4021,4006Ir1
Iel'nia,Uezdnyi gorod,Smolensk,El'nia,Beyond,Inner Russia,107,2441,0,Iel'nia,54.5667,33.1833,1,"","",Jews population is taken from Jewishgen,4007Il1
Pochinok,poselok,Smolensk,El'nia,Beyond,Inner Russia,162,617,0,Pochinok,54.4,32.45,1,"","","",4007Pc1
Poriech'e,Uezdnyi gorod,Smolensk,Poriech'e,Beyond,Inner Russia,337,5688,0,Poriech'e,55.2667,31.5167,1,"","",Jews population is taken from Jewishgen,4009Pr1
Roslavl',Uezdnyi gorod,Smolensk,Roslavl',Beyond,Inner Russia,1145,17776,0,Roslavl',53.95,32.8667,1,"","",Jews population is taken from Jewishgen,4010Rs1
Bakhchisarai,Bezuezdnyi gorod,Taurida,Simferopol',Pale,New Russia,668,12959,1,Bakhchisarai,44.75,33.8667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4101Bk1
Karasubazar,Gorod,Taurida,Simferopol',Pale,New Russia,3191,12968,0,Karasubazar,45.05,34.6,1,"","","",4101Kr1
Simferopol',Uezdnyi gorod,Taurida,Simferopol',Pale,New Russia,9660,49078,0,Simferopol',44.95,34.1,1,"","","",4101Sm1
Bol'shoi Tokmak,mestechko,Taurida,Berdiansk,Pale,New Russia,2421,19326,0,Bol'shoi Tokmak,47.25,35.7,1,"","","",4102Bl1
Berdiansk,Uezdnyi gorod,Taurida,Berdiansk,Pale,New Russia,3306,26496,0,Berdiansk,46.75,36.8,1,"","","",4102Br1
Nogaisk,Bezuezdnyi gorod,Taurida,Berdiansk,Pale,New Russia,508,3963,0,Nogaisk,46.7333,36.35,1,"","","",4102Ng1
Oriekhov,Bezuezdnyi gorod,Taurida,Berdiansk,Pale,New Russia,971,5996,0,Oriekhov,47.5667,35.7833,1,"","","",4102Or1
Aleshki,Uezdnyi gorod,Taurida,Aleshki,Pale,New Russia,818,8999,1,Aleshki,46.6167,32.7167,1,at_most,"",Name of district as it mentioned in census; Calculated by subtraction from Total value any other groups mentioned in census for this place,4103Al1
Golaia pristan',selo,Taurida,Aleshki,Pale,New Russia,667,6143,0,Golaia pristan',46.5167,32.5333,1,"","","",4103Gl1
Kakhovka,mestechko,Taurida,Aleshki,Pale,New Russia,3003,7499,0,Kakhovka,46.8167,33.4833,1,"","","",4103Kk1
Chotai,"",Taurida,Evpatoriia,Pale,New Russia,,,1,Chotai,45.3667,33.3667,,"","",Not mentioned in census; Almost approved for no Jews (modern name is coming from neighbour Jewish settlement of 1927) or less than 500 people,4104Ct1
Evpatoriia,Uezdnyi gorod,Taurida,Evpatoriia,Pale,New Russia,3097,17913,0,Evpatoriia,45.2,33.35,1,"","","",4104Ev1
Fraidorf,"",Taurida,Evpatoriia,Pale,New Russia,,,1,Fraidorf,45.4333,33.6,,"","",Not mentioned in census; May be no Jews or less than 500 people,4104Fr1
Genichesk,mestechko,Taurida,Melitopol',Pale,New Russia,2816,8061,0,Genichesk,46.1833,34.7667,1,"","","",4105Gn1
Melitopol',Uezdnyi gorod,Taurida,Melitopol',Pale,New Russia,7017,15489,0,Melitopol',46.8333,35.3667,1,"","","",4105Ml1
Prishib,selo,Taurida,Melitopol',Pale,New Russia,164,1296,0,Prishib,47.2667,35.3167,1,"","","",4105Pr1
Vasil'evo,vladiel'cheskaia usad'ba,Taurida,Melitopol',Pale,New Russia,252,846,0,Vasil'evo,47.4333,35.2667,1,"","","",4105Vs1
Antonovka,khutor,Taurida,Perekop,Pale,New Russia,126,522,0,Antonovka,45.85,33.9,1,"","",Had name of Piatisel'e as well. Now not exists: http://ru.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D0%B8%D1%81%D0%B5%D0%BB%D1%8C%D0%B5,4106An1
Armianskii bazar,"",Taurida,Perekop,Pale,New Russia,,,1,Armianskii bazar,46.1,33.7,,"","",Not mentioned in census; May be no Jews or less than 500 people,4106Ar1
Dzhankoi,poselok,Taurida,Perekop,Pale,New Russia,109,957,0,Dzhankoi,45.7167,34.4,1,"","","",4106Dz1
Perekop,Uezdnyi gorod,Taurida,Perekop,Pale,New Russia,874,5279,0,Perekop,46.1667,33.7,1,"","","",4106Pr1
Taganash,poselok,Taurida,Perekop,Pale,New Russia,156,1321,0,Taganash,45.88334,34.45,1,"","",Since 1945 has a name Solenoe Ozero : http://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%91%D0%BD%D0%BE%D0%B5_%D0%9E%D0%B7%D0%B5%D1%80%D0%BE_(%D0%9A%D1%80%D1%8B%D0%BC),4106Tg1
Ialta,Uezdnyi gorod,Taurida,Ialta,Pale,New Russia,1316,13155,1,Ialta,44.5,34.1667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4107Il1
Feodosiia,Uezdnyi gorod,Taurida,Feodosiia,Pale,New Russia,4342,24096,0,Feodosiia,45.0333,35.3833,1,"","","",4108Fd1
Staryi Krym,Bezuezdnyi gorod,Taurida,Feodosiia,Pale,New Russia,83,3330,1,Staryi Krym,45.0333,35.1,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4108St1
Enikale,Gorod,Taurida,Kerch',Pale,New Russia,102,1438,1,Enikale,45.35,36.6,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4109En1
Kerch',Uezdnyi gorod,Taurida,Kerch',Pale,New Russia,4853,33347,0,Kerch',45.35,36.4833,1,"","","",4109Kr1
Balaklava,Bezuezdnyi gorod,Taurida,Sevastopol',Pale,New Russia,71,1215,1,Balaklava,44.5,33.6,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4110Bl1
Sevastopol',Gorod,Taurida,Sevastopol',Pale,New Russia,5360,53595,1,Sevastopol',44.6,33.5333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4110Sv1
Tula,Gubernskii gorod,Tula,Tula,Beyond,Inner Russia,4556,114733,1,Tula,54.2,37.6167,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4401Tl1
Bielev,Uezdnyi gorod,Tula,Bielev,Beyond,Inner Russia,131,9562,1,Bielev,53.8167,36.1333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4404Bl1
Ufa,Gubernskii gorod,Ufa,Ufa,Beyond,Inner Russia,2266,49275,1,Ufa,54.7333,55.9333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4501Uf1
Khar'kov,Gubernskii gorod,Kharkov,Khar'kov,Beyond,Inner Russia,11013,173989,0,Khar'kov,50,36.25,1,"","",Jews population is taken from Jewishgen,4601Kr1
Pokotilovka,"",Kharkov,Khar'kov,Beyond,Inner Russia,,,1,Pokotilovka,49.9167,36.1833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,4601Pk1
Zolochev,Bezuezdnyi gorod,Kharkov,Khar'kov,Beyond,Inner Russia,12,6573,1,Zolochev,50.28333,35.96667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4601Zl1
Akhtyrka,Uezdnyi gorod,Kharkov,Akhtyrka,Beyond,Inner Russia,168,23399,0,Akhtyrka,50.3167,34.9,1,"","",Jews population is taken from Jewishgen,4602Ak1
Bogodukhov,Uezdnyi gorod,Kharkov,Bogodukov,Beyond,Inner Russia,160,11752,1,Bogodukhov,50.16667,35.51667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4603Bg1
Valki,Uezdnyi gorod,Kharkov,Valki,Beyond,Inner Russia,76,7938,1,Valki,49.83333,35.61666,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4604Vl1
Volchansk,Uezdnyi gorod,Kharkov,Volchansk,Beyond,Inner Russia,71,11020,1,Volchansk,50.28333,36.95,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4605Vl1
Zmiev,Uezdnyi gorod,Kharkov,Zmiev,Beyond,Inner Russia,37,4673,1,Zmiev,49.68333,36.35,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4606Zm1
Izium,Uezdnyi gorod,Kharkov,Izium,Beyond,Inner Russia,88,13108,0,Izium,49.2167,37.25,1,"","",Jews population is taken from Jewishgen,4607Iz1
Kramatorovka,"",Kharkov,Izium,Beyond,Inner Russia,,,1,Kramatorovka (Kramatorsk),48.7167,37.5333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,4607Kr1
Slaviansk,Bezuezdnyi gorod,Kharkov,Izium,Beyond,Inner Russia,469,15792,0,Slaviansk,48.8667,37.6167,1,"","",Jews population is taken from Jewishgen צ the rest mentioned in census as christian-orthodox,4607Sl1
Kupiansk,Uezdnyi gorod,Kharkov,Kupiansk,Beyond,Inner Russia,71,6893,0,Kupiansk,49.7167,37.6,1,"","",Jews population is taken from Jewishgen,4608Kp1
Lebedin,Uezdnyi gorod,Kharkov,Lebedin,Beyond,Inner Russia,161,14301,1,Lebedin,50.5833,34.4833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4609Lb1
Starobiel'sk,Uezdnyi gorod,Kharkov,Starobiel'sk,Beyond,Inner Russia,142,9801,1,Starobiel'sk,49.2833,38.9,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4610St1
Bielopol'e,Bezuezdnyi gorod,Kharkov,Sumy,Beyond,Inner Russia,105,15215,0,Bielopol'e,51.15,34.3,1,"","",Jews population is taken from Jewishgen,4611Bl1
Sumy,Uezdnyi gorod,Kharkov,Sumy,Beyond,Inner Russia,797,27564,0,Sumy,50.9167,34.7833,1,"","",Jews population is taken from Jewishgen,4611Sm1
Bobrovyi Kut,koloniia,Kherson,Kherson,Pale,New Russia,1248,1469,0,Bobrovyi Kut,47.1,32.95,1,"","","",4701Bb1
Bol'shaia Aleksandrovka,mestechko,Kherson,Kherson,Pale,New Russia,364,6109,1,Bol'shaia Aleksandrovka,47.3167,33.3167,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4701Bl1
Bol'shaia I Malaia Romanovka,koloniia,Kherson,Kherson,Pale,New Russia,1283,1302,0,Bol'shaia I Malaia Romanovka,47.43333,32.95,1,"","","",4701Bl2
Bol'shaia Seidemenukha,koloniia,Kherson,Kherson,Pale,New Russia,1284,1570,0,Bol'shaia Seidemenukha (Tatarka),47.1167,32.9833,1,"","","",4701Bl3
Bereznegovatyi,posad,Kherson,Kherson,Pale,New Russia,375,6578,1,Bereznegovatyi,47.3,32.85,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4701Br1
Berislav,Bezuezdnyi gorod,Kherson,Kherson,Pale,New Russia,2642,12149,0,Berislav,46.8333,33.4167,1,"","","",4701Br2
Dobraia,koloniia,Kherson,Kherson,Pale,New Russia,2277,2593,0,Dobraia,47.3167,32.45,1,"","","",4701Db1
Efingar',koloniia,Kherson,Kherson,Pale,New Russia,2038,2226,0,Efingar' (Bulgakovka),47.4,32.31667,1,"","","",4701Ef1
Ingulets,koloniia,Kherson,Kherson,Pale,New Russia,2696,2781,0,Ingulets,47.7333,33.25,1,"","","",4701In1
Izluchistaia,koloniia,Kherson,Kherson,Pale,New Russia,739,849,0,Izluchistaia,47.93333,33.76667,1,"","","",4701Iz1
Kamianka,koloniia,Kherson,Kherson,Pale,New Russia,708,843,0,Kamianka (Maevskaia),47.95,33.78333,1,"","","",4701Km1
Kherson,Gubernskii gorod,Kherson,Kherson,Pale,New Russia,17755,59076,0,Kherson,46.6333,32.6,1,"","","",4701Kr1
Krivoi Rog,mestechko,Kherson,Kherson,Pale,New Russia,2672,14937,0,Krivoi Rog,47.9167,33.35,1,"","","",4701Kr2
Kronau,koloniia,Kherson,Kherson,Pale,New Russia,139,744,0,Kronau,47.4833,33.5333,1,"","","",4701Kr3
L'vova,koloniia,Kherson,Kherson,Pale,New Russia,1338,1402,0,L'vova,46.7833,33.15,1,"","","",4701Lv1
Malaia Seidemenukha,koloniia,Kherson,Kherson,Pale,New Russia,502,520,0,Malaia Seidemenukha,47.13334,33,1,"","","",4701Ml1
Malyi I Bol'shoi Nagartov,koloniia,Kherson,Kherson,Pale,New Russia,1571,1711,0,Malyi I Bol'shoi Nagartov,47.3,32.85,1,"","","",4701Ml2
Nikolaev,gorod,Kherson,Kherson,Pale,New Russia,20109,92012,0,Nikolaev,46.9667,32,1,"","","",4701Nk1
Novo-Kovno,koloniia,Kherson,Kherson,Pale,New Russia,796,928,0,Novo-Kovno (Chimbarova),47.98333,33.98333,1,"","","",4701Nv1
Novo-Odessa,mestechko,Kherson,Kherson,Pale,New Russia,1010,5504,0,Novo-Odessa (Fedorovka),48.4,31,1,"","","",4701Nv2
Novo-Poltavka,koloniia,Kherson,Kherson,Pale,New Russia,1959,2179,0,Novo-Poltavka,47.55,32.5,1,"","","",4701Nv3
Novo-Vitebsk,koloniia,Kherson,Kherson,Pale,New Russia,849,980,0,Novo-Vitebsk (Zheltaia),47.9667,33.9,1,"","","",4701Nv4
Novo-Vorontsovka,mestechko,Kherson,Kherson,Pale,New Russia,1685,5188,0,Novo-Vorontsovka (Nikolaevka),47.5,33.9333,1,"","","",4701Nv5
Novo-Zhitomir,koloniia,Kherson,Kherson,Pale,New Russia,423,551,0,Novo-Zhitomir (Repetino),47.9167,33.65,1,"","","",4701Nv6
Novyi-Bug,mestechko,Kherson,Kherson,Pale,New Russia,1962,13391,0,Novyi-Bug (Semenovka),47.6833,32.5,1,"","","",4701Nv7
Pokrovskoe,selo,Kherson,Kherson,Pale,New Russia,61,4977,1,Pokrovskoe (Apostolovo) (Vshivoe?),47.6667,33.7333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4701Pk1
Aleksandriia,Uezdnyi gorod,Kherson,Aleksandriia,Pale,New Russia,3735,14007,0,Aleksandriia,48.6667,33.1167,1,"","","",4702Al1
Bratoliubovka,mestechko,Kherson,Aleksandriia,Pale,New Russia,1193,2330,0,Bratoliubovka (Lisanevicha),48.2167,32.9667,1,"","","",4702Br1
Dolinskaia,zheleznodorozhnaia stantsiia&poselok,Kherson,Aleksandriia,Pale,New Russia,57,507,0,Dolinskaia,48.1167,32.7667,1,"","","",4702Dl1
Dmitrovka,mestechko,Kherson,Aleksandriia,Pale,New Russia,1112,7746,0,Dmitrovka,48.8,32.71667,1,"","","",4702Dm1
Fedorki,mestechko,Kherson,Aleksandriia,Pale,New Russia,307,1321,0,Fedorki,48.93333,32.8,1,"","","",4702Fd1
Novaia Praga,selo,Kherson,Aleksandriia,Pale,New Russia,1263,12622,1,Novaia Praga (Petrikovka),48.5667,32.9,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4702Nv1
Novogeorgievsk,Bezuezdnyi gorod,Kherson,Aleksandriia,Pale,New Russia,1455,11594,0,Novogeorgievsk,49.0833,33.25,1,"","","",4702Nv2
Znamenka,selo,Kherson,Aleksandriia,Pale,New Russia,101,4309,1,Znamenka,48.7167,32.6667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4702Zn1
Anan'ev,Uezdnyi gorod,Kherson,Anan'ev,Pale,New Russia,3527,16684,0,Anan'ev,47.7167,29.9667,1,"","","",4703An1
Bokovo,selo,Kherson,Anan'ev,Pale,New Russia,96,1455,0,Bokovo (Malanka),47.73333,30.18333,1,"","","",4703Bk1
Berezovka,Bezuezdnyi gorod,Kherson,Anan'ev,Pale,New Russia,3458,6154,0,Berezovka (Novo-Aleksandrovka,47.2167,30.9167,1,"","","",4703Br1
Birzula,selo,Kherson,Anan'ev,Pale,New Russia,95,913,0,Birzula,47.75,29.5333,1,"","","",4703Br2
Domanevka,mestechko,Kherson,Anan'ev,Pale,New Russia,903,1145,0,Domanevka,47.6333,30.9833,1,"","","",4703Dm1
Golta,selo,Kherson,Anan'ev,Pale,New Russia,1245,7062,0,Golta,48.0333,30.85,1,"","","",4703Gl1
Iasinovo,selo,Kherson,Anan'ev,Pale,New Russia,573,4324,0,Iasinovo,47.8833,30.0333,1,"","","",4703Is1
Kulikovo Pole,mestechko,Kherson,Anan'ev,Pale,New Russia,546,1458,0,Kulikovo Pole (Chernovo),47.5,30.45,1,"","","",4703Kl1
Kantakuzovka,mestechko,Kherson,Anan'ev,Pale,New Russia,912,2132,0,Kantakuzovka,47.5333,31.3167,1,"","","",4703Kn1
