line_id,code,jg_id,name,enc_name,presence_type,year_code,upper_bound,lower_bound,mid_range,prov,dist,area,note,entry_source,ziv_yearcode,enc_page,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
1190,GLC_LWW_NRL,-517886.0,Narol,NAROL,community_present,16XX,1700.0,1600.0,1650.0,Galicia,Cieszanow,Galicia,,Shn,,875.0,50.3488112,23.3274426,"Narol, powiat lubaczowski, województwo podkarpackie, Polska",371818461.0,Q2439514,,1.0,matched_db_api
1191,MNS_RCH_NRVL,-1946669.0,Narovlia,NAROVLYA,jews_present,1765,1765.0,1765.0,1765.0,Minsk,Riechitsa,Pale,,Ziv,1765,875.0,51.7975734,29.5068919,"Нароўля, Нараўлянскі раён, Гомельская вобласць, Беларусь",242978966.0,Q955736,,1.0,matched_db_api
1192,SNP_IMB_NRV,-2623958.0,Narva,NARVA,community_founded,18MX,1875.0,1850.0,1850.0,Sankt-Peterburg,Iamburg,Mainland Russia,,Ziv,18MX,876.0,59.3767458,28.1919315,"Narva linn, Ida-Viru maakond, Eesti",21670333.0,Q102158,נרבה,1.0,matched_db_api
1193,WRS_PLT_NSLS,-517913.0,Nasielsk,NASIELSK,first_mention,16XX,1700.0,1600.0,1650.0,Warszawa,Pultusk,Congress Poland,,Shn,,876.0,52.5737556,20.8569388,"Nasielsk, Chrcynno, gmina Nasielsk, powiat nowodworski, województwo mazowieckie, 05-190, Polska",3009675587.0,,,1.0,matched_nominatim
1194,PRU_PMM_NGRD,,Naugard,NAUGARD,first_mention,1692,1692.0,1692.0,1692.0,Prussia,Pommern,Prussia,,Shn,,877.0,53.6687698,15.1225889,"Nowogard, powiat goleniowski, województwo zachodniopomorskie, Polska",1758659861.0,Q989427,,1.0,matched_db_api
1195,GLC_LWW_NWRY,-1047417.0,Nawarya,NAWARIA,community_present,16XX,1700.0,1600.0,1650.0,Galicia,Lwow,Galicia,,Shn,,878.0,49.7496419,23.9333462,"Наварія, Львівська область, Україна",337546529.0,Q4311321,,0.857,matched_db_api
1196,PRU_OST_NDNB,-518022.0,Neidenburg,NEIDENBURG,first_mention,17LX,1800.0,1775.0,1775.0,Prussia,Nidzica,Prussia,,Shn,,880.0,53.3613838,20.4275719,"Nidzica, powiat nidzicki, województwo warmińsko-mazurskie, Polska",31574190.0,Q527768,,1.0,matched_db_api
1197,KVN_RSS_NMKS,-2617087.0,Nemokshty,NEMAKSCIAI,jews_arrived,16XX,1700.0,1600.0,1650.0,Kovno,Rossieny,Pale,,Ziv,16EX,880.0,55.4294458,22.7740251,"Bartkiškė, Nemakščių seniūnija, Kauno apskritis, Lietuva",447032005.0,Q2037259,,0.842,matched_db_api
1198,POD_BRT_NMRV,-1047506.0,Nemirov,NEMIROV,community_founded,15LX,1600.0,1575.0,1575.0,Podolia,Bratslav,Pale,,Ziv,15MX,881.0,48.9654035,28.8430131,"Немирів, Вінницька область, Україна",337578443.0,Q997335,,1.0,matched_db_api
1199,VLN_TRK_NMNT,-2617098.0,Niemonoitse,NEMUNAITIS,POP,1897,1897.0,1897.0,1897.0,Vilna,Troki,Pale,,Ziv,18EX,881.0,54.2980941,24.0401872,"Nemunaitis, Nemunaičio seniūnija, Alytaus apskritis, Lietuva",3783835325.0,Q16465614,,1.0,matched_refined
1200,KVN_PNV_RDZV,-2617100.0,Radzivilishki,NEMUNELIO-RADVILISKIS,community_founded,19EX,1950.0,1900.0,1925.0,Kovno,Poneviezh,Pale,,Ziv,18EX,1050.0,56.3962899,24.7721032,"Nemunėlio Radviliškis, Nemunėlio Radviliškio seniūnija, Panevėžio apskritis, Lietuva",769224973.0,Q2137430,,0.846,matched_db_api
1201,CRL_FRD_NRT,-3211216.0,Nereta,NERETA,,,,,,Courland,Fridrikhshtadt,Mainland Russia,,Ziv,1935,881.0,56.2065869,25.3130378,"Nereta, Neretas pagasts, Aizkraukles novads, LV-5118, Latvija",18661276.0,Q987161,,1.0,matched_refined
1202,PRU_PMM_NSTT,-531884.0,Neustettin,NEUSTETTIN,jews_present,1718,1718.0,1718.0,1718.0,Prussia,Pommern,Prussia,,Shn,,886.0,53.708021,16.6943922,"Szczecinek, powiat szczecinecki, województwo zachodniopomorskie, Polska",31345520.0,Q848999,,1.0,matched_db_api
1203,KVN_TLS_NVRN,-2617128.0,Nevorany,NEVARENAI,community_present,18LX,1900.0,1875.0,1875.0,Kovno,Telshi,Pale,,Ziv,18LX,887.0,56.1073836,22.2870941,"Morkiškiai, Nevarėnų seniūnija, Telšių apskritis, Lietuva",1209327736.0,Q2219752,,0.824,matched_db_api
1204,VTB_NVL_NVL,-2964395.0,Nevel,NEVEL,jews_arrived,17MX,1775.0,1750.0,1750.0,Vitebsk,Nevel,Pale,הבונד,Ziv,17MX,887.0,56.017616,29.917128,"Невель, Невельский муниципальный округ, Псковская область, Северо-Западный федеральный округ, Россия",26163795.0,Q165773,נוול,1.0,matched_nominatim
1205,GLC_LWW_NBYL,-518042.0,Niebylec,NIEBYLEC,jews_arrived,16LX,1700.0,1675.0,1675.0,Galicia,Rzeszow,Galicia,,Shn,,888.0,49.7503493,21.9174158,"Niebylec, Jasienica Rosielna, gmina Jasienica Rosielna, powiat brzozowski, województwo podkarpackie, 36-220, Polska",3009728427.0,,,1.0,matched_nominatim
1206,MNS_SLT_MDVD,-1946156.0,Medviedichi,NIEDZWIEDZICA,community_founded,18LX,1900.0,1875.0,1875.0,Minsk,Slutsk,Pale,,Ziv,18LX,890.0,52.9359596,26.3030098,"Мядзведзічы, Ляхавіцкі раён, Брэсцкая вобласць, Беларусь",242996160.0,Q33006,,0.952,matched_db_api
1207,MNS_NVG_NGNV,-1946708.0,Negnevichi,NIEHNIEWICZE,jews_present,17LX,1800.0,1775.0,1775.0,Minsk,Novogrudok,Pale,,Ziv,17LX,891.0,53.6586,26.07802,"Нягневічы, Навагрудскі раён, Гродзенская вобласць, Беларусь",242994784.0,Q33033,,1.0,matched_db_api
1208,PTR_BND_NMC,-518213.0,Niemce,NIEMCE,,,,,,Piotrkow,Bedzin,Congress Poland,,Shn,,891.0,,,,,,,,not_found
1209,VLN_VLN_NMNC,-2617092.0,Niemenchin,NIEMENCZYN,jews_arrived,18LX,1900.0,1875.0,1875.0,Vilna,Vilnius,Pale,,Ziv,18LX,891.0,54.8476292,25.4689647,"Nemenčinė, Nemenčinės miesto seniūnija, Vilniaus apskritis, Lietuva",60023133.0,Q118910,,0.9,matched_db_api
1210,GLC_LWW_NMRW,-1047507.0,Niemirów,NIEMIROW (I),jews_arrived,15LX,1600.0,1575.0,1575.0,Galicia,Rawa,Galicia,,Shn,,891.0,50.1040701,23.4361338,"Немирів, Львівська область, Україна",337534360.0,Q1977281,,1.0,matched_db_api
1211,GRD_BLS_NMRV,-518245.0,Nemirovo,NIEMIROW (II),POP,1807,1807.0,1807.0,1807.0,Grodno,Bielsk,Pale,,Ziv,1807,891.0,52.2863832,23.1639416,"Niemirów, powiat siemiatycki, województwo podlaskie, Polska",1863447682.0,Q5738311,,1.0,matched_refined
1212,GLC_CRC_NPLM,-518285.0,Niepołomice,NIEPOLOMICE,jews_present,17MX,1775.0,1750.0,1750.0,Galicia,Bochnia,Galicia,,Shn,,892.0,50.0331163,20.2171599,"Niepołomice, powiat wielicki, województwo małopolskie, Polska",31889794.0,Q989498,,1.0,matched_db_api
1213,VLH_KVL_NSKH,-1047558.0,Nesukhoizhi,NIESUCHOJEZE,first_mention,1569,1569.0,1569.0,1569.0,Volhynia,Kovel,Pale,,Ziv,1569,892.0,51.3767408,24.833854,"Воля, Ковельська міська громада, Ковельський район, Волинська область, 45021, Україна",337508873.0,Q2068366,,1.0,matched_refined
1214,MNS_SLT_NSVZ,-1946768.0,Nesvizh,NIESWIEZ,jews_arrived,15EX,1550.0,1500.0,1525.0,Minsk,Slutsk,Pale,,Ziv,15EX,892.0,53.218899,26.681732,"Нясвіж, Нясвіжскі раён, Мінская вобласць, Беларусь",242978918.0,Q201230,,1.0,matched_db_api
1215,WRS_NSH_NSZW,-518342.0,Nieszawa,NIESZAWA,community_founded,17MX,1775.0,1750.0,1750.0,Warszawa,Nieszawa,Congress Poland,,Shn,,892.0,52.8334518,18.9011049,"Nieszawa, powiat aleksandrowski, województwo kujawsko-pomorskie, Polska",1778452735.0,Q682046,,1.0,matched_db_api
1216,CRN_NZH_NZHN,-1047887.0,Niezhin,NIEZHIN,jews_arrived,16EX,1650.0,1600.0,1625.0,Chernigov,Niezhin,Pale,"הקהילה נחרבה עי חמילנצקי, הוקמה מחדש בתחילת המאה ה 18",Ziv,16EX,892.0,51.0464747,31.8806289,"Ніжин, Ніжинська міська громада, Ніжинський район, Чернігівська область, 16600, Україна",337512379.0,Q952457,ניז'ין,0.923,matched_nominatim
1217,KHR_KHR_NKLV,-1047257.0,Nikolaev,NIKOLAIEV,jews_arrived,17LX,1800.0,1775.0,1775.0,Kherson,Kherson,Pale,,Ziv,17LX,893.0,46.9758615,31.9939666,"Миколаїв, Миколаївська міська громада, Миколаївський район, Миколаївська область, 54000, Україна",60410873.0,Q41572,מיקולאייב,1.0,matched_nominatim
1218,PRU_OST_NKLK,,Nikolaiken,NIKOLAIKEN,community_founded,18XX,1900.0,1800.0,1850.0,Prussia,Ketrzyn,Prussia,,Shn,,893.0,53.7981816,21.5772462,"Mikołajki, powiat mrągowski, województwo warmińsko-mazurskie, Polska",31522735.0,Q984462,,1.0,matched_db_api
1219,POD_PRS_NKLV,-1047643.0,Nikolaev,NIKOLAYEV,jews_present,15LX,1600.0,1575.0,1575.0,Podolia,Proskurov,Pale,,Ziv,15LX,893.0,49.583359,26.839939,"Миколаїв, Чорноострівська селищна громада, Хмельницький район, Хмельницька область, 31303, Україна",337553801.0,Q4320193,,1.0,matched_nominatim
1220,EKT_EKT_NKPL,-1047778.0,Nikopol,NIKOPOL,first_mention,1780,1780.0,1780.0,1780.0,Ekaterinoslav,Ekaterinoslav,Mainland Russia,,Ziv,1780,893.0,47.5692061,34.3917272,"Нікополь, Нікопольська міська громада, Нікопольський район, Дніпропетровська область, 53200-53239, Україна",265058407.0,Q156760,ניקופול,1.0,matched_nominatim
1221,GLC_LWW_NSK,-518436.0,Nisko,NISKO,jews_arrived,17LX,1800.0,1775.0,1775.0,Galicia,Nisko,Galicia,,Shn,,894.0,50.5198985,22.139886,"Nisko, powiat niżański, województwo podkarpackie, Polska",371977886.0,Q983983,,1.0,matched_db_api
1222,PTR_BND_NWK,-518458.0,Niwka,NIWKA,jews_arrived,18LX,1900.0,1875.0,1875.0,Piotrkow,Bedzin,Congress Poland,,Shn,,896.0,50.2438424,19.1598421,"Niwka, Sosnowiec, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-400, Polska",603723477.0,Q11792430,,1.0,matched_nominatim
1223,VLN_VLK_NVK,-1946823.0,Nivki,NIWKI,community_founded,1848,1848.0,1848.0,1848.0,Vilna,Vileika,Pale,מושבה חקלאית יהודית,Ziv,1848,896.0,54.643589,27.12001,"Княгінінскі сельскі Савет, Мядзельскі раён, Мінская вобласць, Беларусь",243011382.0,Q6522645,,1.0,matched_db_api
1224,GLC_LWW_NZNK,-1047796.0,Niżankowice,NIZANKOWICE,first_mention,1602,1602.0,1602.0,1602.0,Galicia,Przemysl,Galicia,,Shn,,896.0,49.6759019,22.8079515,"Нижанковичі, Добромильська міська громада, Самбірський район, Львівська область, 82011, Україна",30700945.0,Q1020050,,1.0,matched_nominatim
1225,EKT_NVM_AMR,-1047807.0,Amur,NIZHNEDNEPROVSK,jews_arrived,18LX,1900.0,1875.0,1875.0,Ekaterinoslav,Novomoskovsk,Mainland Russia,,Ziv,18MX,896.0,48.5216449,34.9700289,"Амур-Нижньодніпровський район, Дніпровська міська громада, Дніпровський район, Дніпропетровська область, Україна",1030097.0,Q4064555,,manual,matched_manual
1226,GLC_STN_NZNW,-1047832.0,Niżniów,NIZNIOW,jews_arrived,16XX,1700.0,1600.0,1650.0,Galicia,Tlumacz,Galicia,,Shn,,897.0,48.944092,25.074579,"Нижнів, Івано-Франківська область, Україна",337579423.0,Q4318743,,1.0,matched_db_api
1227,PRU_PMM_NRNB,,Noerenberg,NOERENBERG,jews_present,1717,1717.0,1717.0,1717.0,Prussia,Pommern,Prussia,,Shn,,897.0,53.435721,15.548315,"Ińsko, powiat stargardzki, województwo zachodniopomorskie, Polska",1758659864.0,Q988582,,0.947,matched_db_api
1228,TRD_BRD_NGSK,-1051547.0,Nogaisk,NOGAYSK,POP,1897,1897.0,1897.0,1897.0,Taurida,Berdiansk,Pale,,Ziv,18EX,898.0,46.7343149,36.3472151,"Приморськ, Приморська міська громада, Бердянський район, Запорізька область, 72103, Україна",337687511.0,Q760230,פרימורסק,1.0,matched_nominatim
1229,PRU_OST_NRDN,,Nordenburg,NORDENBURG,jews_arrived,19EX,1810.0,1831.0,1820.0,Prussia,Frydlad,Prussia,,Shn,,898.0,,,,,,,,not_found
1230,VLH_OVR_NRNS,-1047900.0,Norinsk,NORINSK,jews_arrived,16EX,1650.0,1600.0,1625.0,Volhynia,Ovruch,Pale,"נהרסה עי חמילנצקי, נבנתה מחדש בתחילת המאה ה 18",Ziv,16EX,899.0,51.269333,28.578625,"Норинськ, Овруцька міська громада, Коростенський район, Житомирська область, 11154, Україна",337510032.0,Q4327368,,1.0,matched_nominatim
1231,MGL_GML_NSVC,-1946857.0,Nosovichi,NOSOVICHI,POP,1847,1847.0,1847.0,1847.0,Mogilev,Gomel,Pale,,Ziv,1847,900.0,52.279469,31.263309,"Насовічы, Добрушскі раён, Гомельская вобласць, Беларусь",243044580.0,Q4327614,,1.0,matched_db_api
1232,CRN_NZH_NSVK,-1047912.0,Nosovka,NOSOVKA,jews_present,18MX,1875.0,1850.0,1850.0,Chernigov,Niezhin,Pale,,Ziv,18EX,900.0,50.9377744,31.5812258,"Носівка, Носівська міська громада, Ніжинський район, Чернігівська область, 17100, Україна",209284735.0,Q1020112,נוסיבקה,1.0,matched_nominatim
1233,BSS_KHT_NVSL,-1048544.0,Novoselitsy,NOUA-SULITA,jews_arrived,17LX,1800.0,1775.0,1775.0,Bessarabia,Khotin,Pale,,Ziv,17LX,900.0,48.2179594,26.2664831,"Новоселиця, Новоселицька міська громада, Чернівецький район, Чернівецька область, 60300, Україна",217289029.0,Q149030,נובוסליצה,0.909,matched_nominatim
1234,KHR_ALK_NVPR,-1048027.0,Novaia Praga,NOVAYA PRAGA,jews_arrived,18EX,1850.0,1800.0,1825.0,Kherson,Aleksandriia,Pale,,Ziv,18EX,901.0,48.5691102,32.9043787,"Нова Прага, Новопразька селищна громада, Олександрійський район, Кіровоградська область, 28042, Україна",337593519.0,Q4322265,,1.0,matched_nominatim
1235,KIV_BRD_NVPR,-1051730.0,Novaia Priluka,NOVAYA PRILUKA,jews_arrived,17EX,1750.0,1700.0,1725.0,Kiev,Berdichev,Pale,,Ziv,17EX,901.0,49.3732612,28.7071401,"Нова Прилука, Вінницька область, Україна",337561483.0,Q192558,,1.0,matched_refined
1236,POD_NVU_NVUS,-1047930.0,Novaia Ushitsa,NOVAYA USHITSA,POP,1765,1765.0,1765.0,1765.0,Podolia,Novaia Ushitsa,Pale,,Ziv,1765,901.0,48.83062,27.26678,"Нова Ушиця, Хмельницька область, Україна",337584174.0,Q2391355,,1.0,matched_db_api
1237,NVG_NVG_VLKN,-2968530.0,Velikii Novgorod,NOVGOROD,jews_present,18EX,1850.0,1800.0,1825.0,Novgorod,Novgorod,Mainland Russia,,Ziv,18EX,903.0,58.5209862,31.2757862,"городской округ Великий Новгород, Новгородская область, Россия",27017589.0,Q2235,נובגורוד,1.0,matched_db_api
1238,CRN_NVG_NVGR,-1048076.0,Novgorod-Sieversk,NOVGOROD-SEVERSKI,jews_arrived,17LX,1800.0,1775.0,1775.0,Chernigov,Novgorod-Sieversk,Pale,"הקהילה נחרבה עי חמילנצקי, הוקמה מחדש בסוף המאה ה 18",Ziv,15MX,903.0,52.004259,33.2779899,"Новгород-Сіверський, Чернігівська область, Україна",337503361.0,Q147758,נובהורוד-סיוורסקי,0.968,matched_db_api
1239,KHR_ELZ_NVAR,-1048149.0,Novo-Arkhangelsk,NOVOARKHANGELSK,jews_present,18LX,1900.0,1875.0,1875.0,Kherson,Elizavetgrad,Pale,,Ziv,18LX,904.0,48.6615733,30.8149805,"Новоархангельськ, Новоархангельська селищна громада, Голованівський район, Кіровоградська область, 26100, Україна",337590214.0,Q997452,,1.0,matched_nominatim
1240,EKT_ALK_BGDR,-1048192.0,Bogodarovka,NOVODAROVKA,community_founded,1855,1855.0,1855.0,1855.0,Ekaterinoslav,Aleksandrovsk,Mainland Russia,מושבה חקלאית יהודית,Ziv,1855,904.0,47.781048,36.635616,"Новодарівка, Малинівська сільська громада, Пологівський район, Запорізька область, 70241, Україна",337669729.0,Q4323563,,0.818,matched_nominatim
1241,POD_LTN_NVKN,-1048924.0,Novo-Konstantinov,NOVO-KONSTANTINOV,jews_present,1765,1765.0,1765.0,1765.0,Podolia,Litin,Pale,נחרבה עי חמילנצקי ואז שוקמה,Ziv,16EX,905.0,49.4802237,27.7294557,"Новокостянтинів, Летичівська селищна громада, Хмельницький район, Хмельницька область, 31361, Україна",337557581.0,Q4324245,,1.0,matched_nominatim
1242,KHR_ELZ_NVMR,-1048376.0,Novomirgorod,NOVOMIRGOROD,jews_present,1821,1821.0,1821.0,1821.0,Kherson,Elizavetgrad,Pale,,Ziv,1821,905.0,48.7969701,31.6523837,"Новомиргород, Новомиргородська міська громада, Новоукраїнський район, Кіровоградська область, 26012, Україна",337585583.0,Q997478,,1.0,matched_nominatim
1243,EKT_NVM_NVMS,-1048384.0,Novomoskovsk,NOVOMOSKOVSK,jews_arrived,17LX,1800.0,1775.0,1775.0,Ekaterinoslav,Novomoskovsk,Mainland Russia,,Ziv,17LX,905.0,48.6317447,35.2245396,"Самар, Дніпропетровська область, Україна",337591160.0,Q640680,סמר,1.0,matched_db_api
1244,KHR_ANN_NVPV,-1048452.0,Novo-Pavlovka,NOVOPAVLOVKA,POP,1897,1897.0,1897.0,1897.0,Kherson,Ananev,Pale,,Ziv,18LX,905.0,47.664639,30.552536,"Новопавлівка, Врадіївська селищна громада, Первомайський район, Миколаївська область, 56341, Україна",390578814.0,Q4324816,,1.0,matched_nominatim
1245,KHR_KHR_NVPL,-1048509.0,Novo-Poltavka,NOVO POLTAVKA,community_founded,1840,1840.0,1840.0,1840.0,Kherson,Kherson,Pale,"הוקמה עי יהודים מקורלנד, מושבה חקלאית יהודית",Ziv,1840,905.0,47.5484428,32.4999149,"Новополтавка, Вільнозапорізька сільська громада, Баштанський район, Миколаївська область, 55642, Україна",630770368.0,Q4325023,,1.0,matched_nominatim
1246,PSK_NVR_NVRZ,-2970183.0,Novorzhev,NOVORZHEV,jews_arrived,18MX,1875.0,1850.0,1850.0,Pskov,Novorzhev,Mainland Russia,,Ziv,18MX,906.0,57.031181,29.332918,"Новоржев, Новоржевский муниципальный округ, Псковская область, Северо-Западный федеральный округ, Россия",342402547.0,Q175209,,1.0,matched_nominatim
1247,PSK_VLK_NVSK,-2970575.0,Novosokolniki,NOVOSOKOLNIKI,jews_arrived,18LX,1900.0,1875.0,1875.0,Pskov,Velikie Luki,Mainland Russia,,Ziv,18MX,906.0,56.347385,30.152925,"городское поселение Новосокольники, Новосокольнический район, Псковская область, Россия",356482952.0,Q175353,,1.0,matched_db_api
1248,KHR_ELZ_PVLV,-1048752.0,Pavlovsk,NOVOUKRAINKA,jews_arrived,18MX,1875.0,1850.0,1850.0,Kherson,Elizavetgrad,Pale,,Ziv,18MX,906.0,48.3250616,31.522047,"Новоукраїнка, Новоукраїнська міська громада, Новоукраїнський район, Кіровоградська область, 27100-27108, Україна",337602583.0,Q591863,נובואוקראינקה,1.0,matched_refined
1249,KHR_KHR_NVVT,-1048782.0,Novo-Vitebsk,NOVOVITEBSK,community_founded,1820,1820.0,1820.0,1820.0,Kherson,Kherson,Pale,מושבה חקלאית יהודית,Ziv,1820,906.0,47.972832,33.890072,"Нововітебське, Дніпропетровська область, Україна",261394787.0,Q4323336,,0.957,matched_db_api
1250,KHR_KHR_NVVR,-1048796.0,Novo-Vorontsovka,NOVO VORONTSOVKA,POP,1897,1897.0,1897.0,1897.0,Kherson,Kherson,Pale,,Ziv,18LX,906.0,47.4957983,33.9198174,"Нововоронцовка, Нововоронцовська селищна громада, Бериславський район, Херсонська область, 74200, Україна",337675489.0,Q2010524,,1.0,matched_nominatim
1251,KHR_KHR_NVZH,-1048855.0,Novo-Zhitomir,NOVOZHITOMIR,community_founded,18MX,1875.0,1850.0,1850.0,Kherson,Kherson,Pale,מושבה חקלאית יהודית,Ziv,18MX,906.0,47.925531,33.649678,"Новожитомир, Дніпропетровська область, Україна",150913516.0,Q4323984,,1.0,matched_db_api
1252,CRN_NVZ_NVZY,-2971417.0,Novozybkov,NOVOZHYBKOV,jews_arrived,17EX,1750.0,1700.0,1725.0,Chernigov,Novozybkov,Pale,,Ziv,17EX,907.0,52.5364885,31.9335455,"Новозыбков, Новозыбковский городской округ, Брянская область, Центральный федеральный округ, 243020, Россия",19111379.0,Q174138,נובוזיבקוב,1.0,matched_nominatim
1253,EKT_ALK_NVZL,-1048857.0,Novo-Zlatopol,NOVO ZLATOPOL,community_founded,1840,1840.0,1840.0,1840.0,Ekaterinoslav,Aleksandrovsk,Mainland Russia,מושבה חקלאית יהודית,Ziv,1840,907.0,47.662472,36.56559,"Новозлатопіль, Малинівська сільська громада, Пологівський район, Запорізька область, 70244, Україна",268928076.0,Q4324033,,1.0,matched_nominatim
1254,MGL_STR_NVYB,-1947096.0,Novyi Bykhov,NOVY BYKHOV,POP,1847,1847.0,1847.0,1847.0,Mogilev,Staro-Bykhov,Pale,,Ziv,1847,907.0,53.3353026,30.3541898,"Новы Быхаў, Быхаўскі раён, Магілёўская вобласць, Беларусь",243041836.0,Q11793816,,1.0,matched_db_api
1255,KIV_SKV_NVFS,-1048914.0,Novofastov,NOVY FASTOV,jews_present,1775,1775.0,1775.0,1775.0,Kiev,Skvira,Pale,,Ziv,1775,907.0,49.575906,29.4538778,"Новофастів, Погребищенська міська громада, Вінницький район, Вінницька область, 22223, Україна",337554133.0,Q4326128,,1.0,matched_nominatim
1256,KHR_KHR_NVYB,-1048877.0,Novyi-Bug,NOVYI BUG,jews_arrived,18LX,1900.0,1875.0,1875.0,Kherson,Kherson,Pale,,Ziv,18LX,907.0,47.6933814,32.5106596,"Новий Буг, Новобузька міська громада, Баштанський район, Миколаївська область, 55600, Україна",18292472.0,Q889563,נובי בוה,0.941,matched_nominatim
1257,PTR_RVA_NWMS,-518857.0,Nowe Miasto,NOWE MIASTO (I),jews_arrived,17LX,1800.0,1775.0,1775.0,Piotrkow,Rawa,Congress Poland,,Shn,,907.0,51.616692,20.5796171,"Nowe Miasto nad Pilicą, powiat grójecki, województwo mazowieckie, Polska",31870239.0,Q1019505,,1.0,matched_refined
1258,GLC_LWW_NWMS,-1048834.0,Nowe Miasto,NOWE MIASTO (II),community_present,18XX,1900.0,1800.0,1850.0,Galicia,Dobromil,Galicia,,Shn,,908.0,49.6164888,22.8590533,"Нове Місто, Львівська область, Україна",337552485.0,Q3646589,,1.0,matched_db_api
1259,WRS_PLN_NWMS,-518853.0,Nowe Miasto,NOWE MIASTO (III),jews_arrived,15XX,1600.0,1500.0,1550.0,Warszawa,Plonsk,Congress Poland,,Shn,,908.0,52.6563159,20.6307362,"Nowe Miasto, powiat płoński, województwo mazowieckie, Polska",52830261.0,Q3077833,,1.0,matched_db_api
1260,GLC_LWW_NWSL,,Nowe Siolo (I),NOWE SIOLO (I),,,,,,Galicia,Zolkiew,Galicia,,Shn,,,49.961729,24.1051315,"Нове Село, Львівська область, Україна",337539186.0,Q4323845,,0.909,matched_db_api
1261,GLC_TRN_NWSL,,Nowe Siolo (Ii),NOWE SIOLO (II),,,,,,Galicia,Zbaraz,Galicia,,Shn,,,49.65992,26.07605,"Нове Село, Скориківська сільська громада, Тернопільський район, Тернопільська область, 47811, Україна",337550433.0,Q4323856,,0.87,matched_nominatim
1262,LBL_LBL_NWNY,,Nowiny Pokarczmiska,NOWINY POKARCZMISKA,,,,,,Lublin,Lublin,Congress Poland,,Shn,,908.0,,,,,,,,not_found
1263,LMZ_LMZ_NVGR,-518975.0,Novogrod,NOWOGROD,jews_arrived,14XX,1500.0,1400.0,1450.0,Lomza,Lomzha,Congress Poland,,Ziv,14EX,908.0,53.2280804,21.8797908,"Nowogród, powiat łomżyński, województwo podlaskie, Polska",31573871.0,Q1921003,,1.0,matched_db_api
1264,MNS_NVG_NVGR,-1946683.0,Novogrudok,NOWOGRODEK,jews_arrived,14LX,1500.0,1475.0,1475.0,Minsk,Novogrudok,Pale,,Ziv,14MX,908.0,53.5942493,25.8216337,"Навагрудак, Навагрудскі раён, Гродзенская вобласць, Беларусь",242978909.0,Q278743,נבהרדק,1.0,matched_db_api
1265,GRD_SLN_NVLN,-1947067.0,Novoelnia,NOWOJELNIA,jews_arrived,1903,1903.0,1903.0,1903.0,Grodno,Slonim,Pale,,Ziv,1903,909.0,53.464367,25.5830687,"Наваельня, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242979011.0,Q2471892,,1.0,matched_db_api
1266,VLN_LDA_NVYD,-1947100.0,Novyi Dvor,NOWY DWOR (I),jews_arrived,18EX,1850.0,1800.0,1825.0,Vilna,Lida,Pale,החלוץ,Ziv,18EX,909.0,53.8143019,24.5600829,"Новы Двор, Шчучынскі раён, Гродзенская вобласць, Беларусь",242985529.0,Q3917811,,1.0,matched_db_api
1267,GRD_VLK_NVYD,-1947099.0,Novyi Dvor,NOWY DWOR (II),jews_present,18XX,1900.0,1800.0,1850.0,Grodno,Volkovysk,Pale,,Ziv,15EX,909.0,52.8289185,24.3519201,"Новы Двор, Свіслацкі раён, Гродзенская вобласць, Беларусь",242983418.0,Q11793843,,1.0,matched_db_api
1268,WRS_WRS_NWYD,-519071.0,Nowy Dwór,NOWY DWOR (III),jews_arrived,17XX,1800.0,1700.0,1750.0,Warszawa,Warszawa,Congress Poland,,Shn,,909.0,52.4306508,20.7154712,"Nowy Dwór Mazowiecki, powiat nowodworski, województwo mazowieckie, Polska",31691304.0,Q690039,,1.0,matched_refined
1269,GRD_SKL_NVYD,-519062.0,Novyi Dvor,NOWY DWOR (IV),jews_arrived,15EX,1550.0,1500.0,1525.0,Grodno,Sokolki,Pale,,Ziv,18EX,911.0,53.6315626,23.5418069,"Nowy Dwór, powiat sokólski, województwo podlaskie, Polska",31573866.0,Q2185260,,1.0,matched_refined
1270,KLC_STP_NWYK,-519097.0,Nowy Korczyn,NOWY KORCZYN,first_mention,14XX,1500.0,1400.0,1450.0,Kielce,Stopnica,Congress Poland,,Shn,,911.0,50.2994316,20.8090569,"Nowy Korczyn, powiat buski, województwo świętokrzyskie, Polska",31889594.0,Q1008390,,1.0,matched_db_api
1271,VLN_DSN_NVPG,-1947160.0,Novo-Pogost,NOWY POHOST,community_present,1859,1859.0,1859.0,1859.0,Vilna,Disna,Pale,,Ziv,1859,911.0,55.4945072,27.4788907,"Новы Пагост, Мёрскі раён, Віцебская вобласць, Беларусь",243013435.0,Q11700512,,0.818,matched_db_api
1272,GLC_CRC_NWYS,-519123.0,Nowy Sącz,NOWY SONCZ,first_mention,14LX,1500.0,1475.0,1475.0,Galicia,Nowy Sacz,Galicia,,Shn,,911.0,49.6249173,20.691346,"Nowy Sącz, województwo małopolskie, Polska",46715854.0,Q802,נובי סונץ',1.0,matched_db_api
